group,src,dst,method,path,hop,mean_risk,max_risk,cvar80,cvar90,cvar95,re,hhi,gini,total_risk,hop_increase_pct,risk_reduction_pct,cvar90_reduction_pct
high_high,3142,1367,Hop-shortest,3142 3143 4625 1391 1392 3680 4429 3636 4787 3477 5018 3946 1368 1367,13,0.03768950865532343,0.43095046281814575,0.14828691553945342,0.21974206762388349,0.43095046281814575,0.03122721550121922,0.7748941343498683,0.8134599329841652,0.4899636125192046,0.0,0.0,0.0
high_high,3142,1367,Mean-risk-raw,3142 3143 4625 3379 2386 3535 3712 3837 3740 3777 5018 3946 1368 1367,13,0.005159741858593547,0.008566392585635185,0.007503132180621226,0.008566392585635185,0.008566392585635185,0.0,0.08346334244493107,0.1343986868057856,0.0670766441617161,0.0,0.863098723152732,0.9610161464337421
high_high,3142,1367,Mean-risk-floor,3142 3143 4625 3379 2386 3535 3712 3837 3740 3777 5018 3946 1368 1367,13,0.005159741858593547,0.008566392585635185,0.007503132180621226,0.008566392585635185,0.008566392585635185,0.0,0.08346334244493107,0.1343986868057856,0.0670766441617161,0.0,0.863098723152732,0.9610161464337421
high_high,3142,1367,CVaR-risk,3142 3143 4625 3379 2386 3535 3712 4295 3566 3777 5018 3946 1368 1367,13,0.005303418926464824,0.008566392585635185,0.00700344261713326,0.008566392585635185,0.008566392585635185,0.0,0.0829108595631649,0.13630622565599437,0.0689444460440427,0.0,0.8592865994876311,0.9610161464337421
high_high,3142,1367,CVaR+Concentration,3142 3143 4625 3379 2386 3535 3712 4295 3566 3777 5018 3946 1368 1367,13,0.005303418926464824,0.008566392585635185,0.00700344261713326,0.008566392585635185,0.008566392585635185,0.0,0.0829108595631649,0.13630622565599437,0.0689444460440427,0.0,0.8592865994876311,0.9610161464337421
high_high,3414,1456,Hop-shortest,3414 4295 3703 5211 4381 1456,5,0.004376227676402777,0.005440492648631334,0.005440492648631334,0.005440492648631334,0.005440492648631334,0.0,0.237705995957864,0.18187526733929116,0.021881138382013887,0.0,0.0,0.0
high_high,3414,1456,Mean-risk-raw,3414 4295 3703 5211 4381 1456,5,0.004376227676402777,0.005440492648631334,0.005440492648631334,0.005440492648631334,0.005440492648631334,0.0,0.237705995957864,0.18187526733929116,0.021881138382013887,0.0,0.0,0.0
high_high,3414,1456,Mean-risk-floor,3414 4295 3703 5211 4381 1456,5,0.004376227676402777,0.005440492648631334,0.005440492648631334,0.005440492648631334,0.005440492648631334,0.0,0.237705995957864,0.18187526733929116,0.021881138382013887,0.0,0.0,0.0
high_high,3414,1456,CVaR-risk,3414 2732 3969 3561 1553 1552 4381 1456,7,0.00483441266364285,0.00520930765196681,0.00520930765196681,0.00520930765196681,0.00520930765196681,0.0,0.14341463395322795,0.033641410732261345,0.033840888645499945,0.39999999999992,-0.5465780643647999,0.042493393806935835
high_high,3414,1456,CVaR+Concentration,3414 2732 3969 3561 1553 1552 4381 1456,7,0.00483441266364285,0.00520930765196681,0.00520930765196681,0.00520930765196681,0.00520930765196681,0.0,0.14341463395322795,0.033641410732261345,0.033840888645499945,0.39999999999992,-0.5465780643647999,0.042493393806935835
