P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,59,73,134,259,372,164,260
2,0,47,110,170,219,209,174,392
3,0,58,76,170,222,270,195,329
4,0,58,62,143,245,267,218,328
5,0,107,104,195,207,254,148,305
