P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,59,90,149,361,368,221,282
2,0,59,117,197,282,305,164,405
3,0,58,98,178,304,340,207,345
4,0,33,102,180,253,354,216,391
5,0,111,175,205,284,274,166,314
