edge_id,src,dst,w_raw,w_norm,severity,severity_norm,severity_base_max,severity_high_tail,severity_avg,R_ij,P_level,C_level,RiskLevel
0,3494,3574,0.0,0.009999999776482582,2.418729066848755,0.22990677174064772,0.20267558097839355,0.0786755234003067,0.19016509503126144,0.002299067666018309,1,3,3
1,0,3494,0.0,0.009999999776482582,3.4873785972595215,0.3772524692392958,0.35533979535102844,0.1947152316570282,0.2664972022175789,0.00377252460807046,1,4,4
2,0,3780,0.0,0.009999999776482582,3.4873785972595215,0.37799536459933875,0.35533979535102844,0.1947152316570282,0.2684214785695076,0.0037799535615048395,1,4,4
3,1,3780,0.0,0.009999999776482582,3.7012860774993896,0.40748900533294913,0.38589802384376526,0.32231032848358154,0.283700592815876,0.004074889962248601,1,4,4
4,1,3494,0.0,0.009999999776482582,3.7012860774993896,0.40674610997290617,0.38589802384376526,0.32231032848358154,0.2817763164639473,0.004067461008814222,1,4,4
5,3494,3780,0.9999998807907104,0.9999998807907104,2.270522117614746,0.2094719574250313,0.18150316178798676,0.12984995543956757,0.17957888543605804,0.20947193245402806,5,3,15
6,2,3573,0.0,0.009999999776482582,3.7801904678344727,0.44364871615547435,0.3971700668334961,0.2596313953399658,0.35481879115104675,0.004436487062391528,1,4,4
7,2,3494,0.0,0.009999999776482582,3.7801904678344727,0.4176254574570691,0.3971700668334961,0.2518901824951172,0.2874123379588127,0.004176254481224127,1,4,4
8,3,4,0.0,0.009999999776482582,1.9792506694793701,0.14498578346979954,0.13989295065402985,0.00885921809822321,0.09576472081243992,0.0014498578022911475,1,2,2
9,4,5,0.0,0.009999999776482582,1.9792506694793701,0.1375961825313449,0.13989295065402985,0.00885921809822321,0.07662389008328319,0.0013759617945583056,1,2,2
10,5,6,0.0,0.009999999776482582,4.666067123413086,0.5080552271230373,0.5237239003181458,0.5144355893135071,0.26853936491534114,0.00508055215767118,1,5,5
11,7,3780,0.0,0.009999999776482582,3.8259873390197754,0.42468284256838795,0.4037124812602997,0.3463364839553833,0.2926078215241432,0.004246828330759867,1,4,4
12,7,3494,0.0,0.009999999776482582,3.8259873390197754,0.423939947208345,0.4037124812602997,0.3463364839553833,0.2906835451722145,0.004239399377325487,1,4,4
13,8,3497,0.0,0.009999999776482582,2.227139472961426,0.1708381014416248,0.17530563473701477,0.08646714687347412,0.09190302854403853,0.0017083809762309568,1,3,3
14,8,9,0.0,0.009999999776482582,3.803562641143799,0.3881957727317591,0.40050894021987915,0.33716827630996704,0.20450468128547072,0.003881957640549074,1,4,4
15,9,10,0.0,0.009999999776482582,3.803562641143799,0.4618626710941069,0.40050894021987915,0.33716827630996704,0.39531953632831573,0.004618626607706717,1,4,4
16,10,3497,0.0,0.009999999776482582,3.7309110164642334,0.4103773521869732,0.3901301324367523,0.2552056312561035,0.28271788358688354,0.0041037734301432455,1,4,4
17,11,3782,0.0,0.009999999776482582,3.309014320373535,0.3507159933945295,0.32985919713974,0.2681761384010315,0.2487225905060768,0.003507159855554162,1,4,4
18,11,12,0.0,0.009999999776482582,3.309014320373535,0.35697892067591275,0.32985919713974,0.2681761384010315,0.26494506746530533,0.0035697891269681208,1,4,4
19,12,13,0.0,0.009999999776482582,2.400216579437256,0.21670218151170154,0.20003093779087067,0.0993586853146553,0.16125134006142616,0.0021670217666803033,1,3,3
20,13,14,0.0,0.009999999776482582,4.276498794555664,0.47540450564875714,0.46807125210762024,0.3738710880279541,0.29527149721980095,0.0047540449502263835,1,5,5
21,14,15,0.0,0.009999999776482582,4.276498794555664,0.48943215957415037,0.46807125210762024,0.3738710880279541,0.3316064700484276,0.0048943214863448915,1,5,5
22,16,17,0.0,0.009999999776482582,4.369894504547119,0.4831075002863183,0.48141351342201233,0.46144330501556396,0.288539569824934,0.004831074894880242,1,5,5
23,17,3181,0.0,0.009999999776482582,4.369894504547119,0.465792391848796,0.48141351342201233,0.46144330501556396,0.24368930491618812,0.004657923814375247,1,5,5
24,18,3181,0.0,0.009999999776482582,4.050601005554199,0.42176809272609095,0.43580013513565063,0.3141651153564453,0.22088261577300727,0.004217680832988394,1,5,5
25,19,3181,0.0,0.009999999776482582,2.5702662467956543,0.2176591228027495,0.22432374954223633,0.13853123784065247,0.11514442297630012,0.00217659117937689,1,3,3
26,19,20,0.0,0.009999999776482582,2.5702662467956543,0.23313004022181297,0.22432374954223633,0.13853123784065247,0.15521779283881187,0.002331300350109505,1,3,3
27,20,3784,0.0,0.009999999776482582,1.6027828454971313,0.09171269642264049,0.08611183613538742,0.0403703972697258,0.0653369352221489,0.0009171269437270198,1,2,2
28,21,3784,0.0,0.009999999776482582,2.8088219165802,0.2580016977817202,0.25840312242507935,0.12605640292167664,0.15148257836699486,0.0025800169201493288,1,3,3
29,21,22,0.0,0.009999999776482582,2.8088219165802,0.26336422341463106,0.25840312242507935,0.12605640292167664,0.1653728000819683,0.0026336421752798196,1,3,3
30,22,23,0.0,0.009999999776482582,3.8580658435821533,0.40803428722510554,0.4082951247692108,0.2764201760292053,0.24031880125403404,0.004080342781048285,1,4,4
31,24,25,0.0,0.009999999776482582,2.6000137329101562,0.22329481225857833,0.22857339680194855,0.13697980344295502,0.12124290969222784,0.0022329480726755034,1,3,3
32,25,26,0.0,0.009999999776482582,2.6000137329101562,0.22341386584083806,0.22857339680194855,0.13697980344295502,0.12155128689482808,0.0022341386084714903,1,3,3
33,26,3497,0.0,0.009999999776482582,2.227139472961426,0.17200184641045746,0.17530563473701477,0.08646714687347412,0.09491740586236119,0.001720018425659166,1,3,3
34,4838,4839,0.9999998807907104,0.9999998807907104,2.833284616470337,0.27846155553391594,0.2618978023529053,0.16268888115882874,0.19748913496732712,0.27846152233871174,5,3,15
35,3785,4838,0.0,0.009999999776482582,2.833284616470337,0.27971812538901525,0.2618978023529053,0.16268888115882874,0.20074395090341568,0.0027971811913682794,1,3,3
36,3785,4839,0.0,0.009999999776482582,1.977130651473999,0.16041480916859438,0.1395900994539261,0.06512327492237091,0.13633528351783752,0.0016041480558304398,1,2,2
37,3495,4839,0.5,0.5049999952316284,2.7314794063568115,0.2644246180052884,0.247354194521904,0.17647142708301544,0.19021733105182648,0.1335344308317958,5,3,15
38,4838,4840,0.5,0.5049999952316284,2.833284616470337,0.28424681230527277,0.2618978023529053,0.16268888115882874,0.21247433125972748,0.14354463885876834,5,3,15
