P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,704,517,210,24,3,70,2
2,0,476,525,297,83,84,62,2
3,0,327,624,344,106,69,57,3
4,0,386,567,360,105,58,42,11
5,0,433,630,264,67,53,81,1
