Model,tau,runs,Hop Increase mean,Hop Increase std,Total Risk Red mean,Total Risk Red std,CVaR90 Red mean,CVaR90 Red std,MaxRisk Red mean,MaxRisk Red std,RE Red mean,RE Red std
Stable-Tail UA-GNN,0.0,3,0.0953825649658858,0.006724753044843748,0.8503949218723911,0.007897361292100774,0.899452058089218,0.004900644271453483,0.9064584358674496,0.005016777398303045,0.9181522348889232,0.0031448433732153714
Stable-Tail UA-GNN,0.25,3,0.08765428090426937,0.0014559713141870303,0.8392573053160111,0.004182039666160942,0.9035307280625227,0.002622181108083627,0.9048051003395904,0.0022390313664483862,0.9227762086271953,0.002145017052557255
Stable-Tail UA-GNN,0.5,3,0.0769293576793477,0.008739215650125904,0.8269025294075889,0.005001535802554889,0.908717699235272,0.0022192297795053293,0.9076484903953298,0.00193502415502514,0.9260371456894418,0.004089062350956241
