Set,Model,tau,runs,Risk Reduction mean,Risk Reduction std,Global Risk mean,Global Risk std,CVaR90 mean,CVaR90 std,Max Vehicle Risk mean,Max Vehicle Risk std,Edge Gini mean,Edge Gini std,Top10 Share mean,Top10 Share std
A,Stable-Tail UA-GNN,0.0,3,0.5833046960640674,0.011009892504542223,3.210068687206215,0.08481619745772585,0.07620993933997476,0.006393773512597901,0.9999697694811074,0.12061213646824637,0.7537006666878242,0.0041486412315159295,0.7536652654251507,0.006621418474642165
A,Stable-Tail UA-GNN,0.25,3,0.6039252927596527,0.026901113064606415,3.0512151288896976,0.20723636643854274,0.07013025255567494,0.013094874744153981,1.0759367656388916,0.09185371238029391,0.7452922374154086,0.013459339784692288,0.7407010620862716,0.01742254873892331
A,Stable-Tail UA-GNN,0.5,3,0.5942162351309874,0.01014081614888311,3.1260101687705664,0.078121150094002,0.07125113154439323,0.010379355874222701,1.062347309332243,0.10444320959729446,0.7483238246801486,0.007047532555335963,0.7446851879813602,0.008712599636895997
B,Stable-Tail UA-GNN,0.0,3,0.4994428764332035,0.016524815790281887,4.041617090989969,0.13342528710322518,0.09532821047923323,0.005733423168377039,1.4037559443639631,0.10572914192747511,0.7819229278662282,0.003724655052305785,0.7865347123831152,0.005420855436401492
B,Stable-Tail UA-GNN,0.25,3,0.5255736116263746,0.03969445522975737,3.830631329356391,0.32050245840266256,0.09219681468920825,0.010392992196936134,1.3189522846685484,0.12802078237520625,0.7719498130554342,0.014644828173356437,0.7734948271674691,0.020764450463995502
B,Stable-Tail UA-GNN,0.5,3,0.5253492424105987,0.07743077343134348,3.832442939689115,0.6251944534097295,0.09249588362917603,0.01842122939590289,1.3258479576591926,0.25142187915315983,0.7723554831704996,0.030626734236022142,0.7715817555886235,0.03957431379992659
