P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,845,379,190,28,22,62,3
2,3,854,275,113,62,91,83,48
3,1,766,327,161,89,68,83,35
4,2,745,332,161,125,48,80,36
5,3,735,387,130,56,69,124,25
