P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,68,121,257,479,190,82,124
2,0,66,146,284,284,231,82,228
3,0,70,137,253,367,226,88,179
4,0,65,96,292,359,227,98,184
5,0,115,189,237,356,150,76,197
