P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,67,133,339,508,294,114,75
2,0,69,188,312,416,208,132,204
3,0,68,152,330,478,218,114,170
4,0,36,150,300,482,255,145,161
5,0,130,224,334,383,197,77,184
