rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,1237,3649,3727,1.0,1.0,5.462201118469238,5,6,30
2,1219,3287,4135,1.0,1.0,5.234028339385986,5,6,30
3,1216,3287,3868,1.0,1.0,5.234028339385986,5,6,30
4,1082,3100,4381,1.0,1.0,6.385839462280273,5,7,35
5,1069,3100,3698,1.0,1.0,6.385839462280273,5,7,35
6,1288,3475,3491,1.0,1.0,6.784533500671387,5,7,35
7,3726,3448,4028,1.0,1.0,6.298168182373047,5,7,35
8,3724,3448,4271,1.0,1.0,6.298168182373047,5,7,35
9,1001,3100,3771,1.0,1.0,6.385839462280273,5,7,35
10,999,3100,3684,1.0,1.0,6.385839462280273,5,7,35
11,1002,3100,3685,1.0,1.0,6.385839462280273,5,7,35
12,1522,3287,3774,1.0,1.0,5.234028339385986,5,6,30
13,3636,3335,3804,1.0,1.0,7.048325061798096,5,8,40
14,4055,4357,4563,1.0,1.0,6.786588668823242,5,7,35
15,4053,4357,4562,1.0,1.0,6.786588668823242,5,7,35
16,5170,3300,4627,1.0,1.0,6.864344120025635,5,7,35
17,4232,3225,4086,1.0,1.0,6.637348651885986,5,7,35
18,237,3487,3488,1.0,1.0,6.740344524383545,5,7,35
19,3297,3208,3873,1.0,1.0,6.909567356109619,5,7,35
20,2080,3143,3252,1.0,1.0,5.464588642120361,5,6,30
