P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,574,676,167,33,28,46,5
2,3,563,496,190,109,53,69,46
3,1,449,600,233,106,45,68,28
4,2,495,555,216,144,41,64,12
5,3,435,608,220,78,61,103,21
