model,customer_set,common_risk_aubrc,cvar90_aubrc,load_risk_aubrc,risk20,cvar90_20,load_risk20,top10_share20,edge_gini20,max_vehicle_risk20
SGFormer-TEG-Gate,A,4.4265478654700665,0.11710080135333564,2.286088353311369,3.507450312864818,0.09015856763822974,1.7387682019762536,0.7676676412303628,0.764401854474242,1.1774297886177352
SGFormer-TEG-Gate,B,5.520389765171222,0.14247086420588986,2.728428604787552,4.92639106977913,0.11842931236960527,2.473311868542804,0.8137944467926561,0.8015752138940051,1.631862201022256
Stable-Tail GNN,A,4.407364539601366,0.11709298823846304,2.295637675368641,3.2725572316303797,0.08140711339528363,1.656334213014636,0.7549475752504038,0.7537858590597001,1.0630845103678976
Stable-Tail GNN,B,5.551698337742293,0.1425981078975103,2.7744724661775395,5.115411262837607,0.12270242495673982,2.606862983424375,0.8212733591968858,0.8061133625520893,1.7296277743889839
