scope,metric,target_mean,reference_mean,reference_minus_target_mean,relative_improvement,bootstrap_ci_low,bootstrap_ci_high,wilcoxon_p,effect_size_dz,holm_p,significant_0p05
Set A,common_risk_aubrc,4.4265478654700665,4.407364539601366,-0.019183325868700328,-0.004352561649105398,-0.09653075749751694,0.05487037307639871,0.6953125,-0.14880184318244205,1.0,False
Set B,common_risk_aubrc,5.520389765171222,5.551698337742293,0.03130857257106925,0.005639458534376321,-0.07955827930040099,0.12175111388292316,0.556640625,0.18580397143156907,1.0,False
"Average(A,B)",common_risk_aubrc,4.973468815320643,4.979531438671828,0.006062623351184637,0.0012175088009486453,-0.06888563176055137,0.07567236882812493,0.76953125,0.049595081980001184,1.0,False
Set A,cvar90_aubrc,0.11710080135333564,0.11709298823846304,-7.813114872623483e-06,-6.67257279030674e-05,-0.003432241215218889,0.0033066482871218134,1.0,-0.0013762049988774567,1.0,False
Set B,cvar90_aubrc,0.14247086420588986,0.1425981078975103,0.00012724369162041006,0.0008923238428308722,-0.003115445343796391,0.00293710697600129,0.76953125,0.024607777047082818,1.0,False
"Average(A,B)",cvar90_aubrc,0.12978583277961278,0.12984554806798665,5.971528837390161e-05,0.0004598947693006387,-0.0024515150669378307,0.0026798482536333603,0.921875,0.013706118845973132,1.0,False
Set A,load_risk_aubrc,2.286088353311369,2.295637675368641,0.009549322057272169,0.0041597688344849745,-0.0395991146960543,0.06338858526833459,0.921875,0.10804100083921872,0.921875,False
Set B,load_risk_aubrc,2.728428604787552,2.7744724661775395,0.046043861389987395,0.016595537332329914,-0.0010397842840542146,0.08637988758253869,0.064453125,0.6285145094531744,0.193359375,False
"Average(A,B)",load_risk_aubrc,2.5072584790494603,2.5350550707730903,0.02779659172362985,0.010964886737210815,-0.008619030687454798,0.0661852024857476,0.232421875,0.43249572489151084,0.46484375,False
