P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,584,553,168,103,66,56,0
2,0,612,463,136,164,48,106,0
3,0,521,475,188,175,89,82,0
4,0,512,457,163,201,115,81,0
5,0,442,548,195,142,102,100,0
