P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,783,467,123,67,32,57,0
2,2,755,348,124,103,86,111,0
3,0,703,374,167,100,81,104,1
4,0,680,316,151,134,138,99,11
5,3,672,424,111,94,103,119,3
