P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,62,212,648,293,29,65,12
2,0,65,311,454,287,69,127,8
3,0,82,246,543,293,79,75,2
4,0,77,238,517,315,77,69,28
5,0,161,326,436,237,40,111,9
