P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,64,268,667,427,50,54,0
2,0,89,337,616,317,71,99,0
3,0,80,365,569,348,77,90,1
4,0,57,295,609,356,121,78,13
5,0,179,376,466,339,69,99,1
