rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,6058,3777,4260,0.8815152049064636,0.9999998807907104,7.170607089996338,5,8,40
2,6056,3777,4238,0.8815152049064636,0.9999998807907104,7.170607089996338,5,8,40
3,837,3739,3777,0.8815152049064636,0.9999998807907104,7.170607089996338,5,8,40
4,1040,3777,4886,0.8815152049064636,0.9999998807907104,7.170607089996338,5,8,40
5,372,3477,3862,0.8525571227073669,0.9999998807907104,6.96790075302124,5,7,35
6,451,3477,3873,0.8525571227073669,0.9999998807907104,6.96790075302124,5,7,35
7,2373,3477,4202,0.8525571227073669,0.9999998807907104,6.96790075302124,5,7,35
8,4170,4485,4620,0.8259543180465698,0.9999998807907104,6.781681060791016,5,7,35
9,4165,4485,5102,0.8259543180465698,0.9999998807907104,6.781681060791016,5,7,35
10,5483,3816,3870,0.8033010959625244,0.9999998807907104,6.623108386993408,5,7,35
11,4998,3816,5160,0.8033010959625244,0.9999998807907104,6.623108386993408,5,7,35
12,1657,3816,4057,0.8033010959625244,0.9999998807907104,6.623108386993408,5,7,35
13,5725,3816,5188,0.8033010959625244,0.9999998807907104,6.623108386993408,5,7,35
14,1647,3816,4213,0.8033010959625244,0.9999998807907104,6.623108386993408,5,7,35
15,1822,3816,4211,0.8033010959625244,0.9999998807907104,6.623108386993408,5,7,35
16,3077,3794,4699,0.725857138633728,0.9999998807907104,6.081000328063965,5,7,35
17,3079,3794,4113,0.725857138633728,0.9999998807907104,6.081000328063965,5,7,35
18,3080,3794,4369,0.725857138633728,0.9999998807907104,6.081000328063965,5,7,35
19,3070,3721,5029,0.7164356708526611,0.9999998807907104,6.015049934387207,5,7,35
20,3825,4871,5075,0.7018711566925049,0.9999998807907104,5.913098335266113,5,6,30
