P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,325,783,366,7,43,4,2
2,0,391,677,307,56,41,57,0
3,0,283,722,378,60,56,31,0
4,0,285,676,359,131,38,30,10
5,0,282,623,436,85,72,31,0
