P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,286,672,302,23,27,11,0
2,0,388,529,266,37,35,66,0
3,0,280,593,299,58,47,43,0
4,0,262,603,305,50,74,27,0
5,0,228,606,344,51,64,27,0
