P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,134,498,486,110,30,46,17
2,0,138,671,271,64,54,115,8
3,0,101,593,356,157,54,57,2
4,0,112,552,412,73,79,65,28
5,0,127,463,490,86,63,79,12
