P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,66,213,665,277,17,71,12
2,0,77,297,508,241,49,140,9
3,0,75,279,564,247,71,82,2
4,0,64,255,606,225,63,76,32
5,0,144,322,507,183,50,103,11
