P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,72,252,771,362,22,49,2
2,0,78,355,652,282,47,114,1
3,0,63,386,676,276,51,77,1
4,0,67,302,703,326,57,61,13
5,0,157,391,597,241,38,103,2
