rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,451,3477,3873,0.8567700982093811,0.9999998807907104,6.997391700744629,5,7,35
2,2373,3477,4202,0.8567700982093811,0.9999998807907104,6.997391700744629,5,7,35
3,372,3477,3862,0.8567700982093811,0.9999998807907104,6.997391700744629,5,7,35
4,6058,3777,4260,0.8544691205024719,0.9999998807907104,6.9812846183776855,5,7,35
5,1040,3777,4886,0.8544691205024719,0.9999998807907104,6.9812846183776855,5,7,35
6,837,3739,3777,0.8544691205024719,0.9999998807907104,6.9812846183776855,5,7,35
7,6056,3777,4238,0.8544691205024719,0.9999998807907104,6.9812846183776855,5,7,35
8,4170,4485,4620,0.8519414067268372,0.9999998807907104,6.963590621948242,5,7,35
9,4165,4485,5102,0.8519414067268372,0.9999998807907104,6.963590621948242,5,7,35
10,3077,3794,4699,0.8497304916381836,0.9999998807907104,6.948114395141602,5,7,35
11,3079,3794,4113,0.8497304916381836,0.9999998807907104,6.948114395141602,5,7,35
12,3080,3794,4369,0.8497304916381836,0.9999998807907104,6.948114395141602,5,7,35
13,3029,4339,4437,0.7347972989082336,0.9999998807907104,6.143581390380859,5,7,35
14,4861,4437,4819,0.7347972989082336,0.9999998807907104,6.143581390380859,5,7,35
15,5218,4437,5169,0.7347972989082336,0.9999998807907104,6.143581390380859,5,7,35
16,5219,4437,5171,0.7347972989082336,0.9999998807907104,6.143581390380859,5,7,35
17,5221,4437,4530,0.7347972989082336,0.9999998807907104,6.143581390380859,5,7,35
18,5216,4437,5170,0.7347972989082336,0.9999998807907104,6.143581390380859,5,7,35
19,4863,4437,5141,0.7347972989082336,0.9999998807907104,6.143581390380859,5,7,35
20,2894,4437,4521,0.7347972989082336,0.9999998807907104,6.143581390380859,5,7,35
