P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,694,314,127,41,47,85,13
2,0,666,289,120,42,38,100,66
3,0,599,299,133,55,110,83,41
4,0,633,283,136,54,65,123,27
5,0,538,374,120,75,60,122,31
