P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,61,261,685,200,29,69,16
2,0,63,283,539,242,56,66,72
3,0,53,268,584,245,92,48,30
4,0,66,215,602,264,53,98,23
5,0,168,312,471,202,61,74,32
