P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,324,682,347,89,29,56,2
2,0,558,511,195,101,48,116,0
3,1,405,646,256,84,55,82,1
4,0,408,617,279,74,56,74,21
5,0,333,624,332,84,47,106,3
