k_paths,lambda_re,threshold,alpha,path_overlap_with_cvar,selected_path_changed_rate,re_mean,re_reduction,cvar90,cvar90_reduction,maxrisk_mean
20,0.0,mean,0.8,1.0,0.0,0.0005298736444566971,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,0.0,mean,0.9,1.0,0.0,0.0005298736444566971,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,0.0,p75,0.8,1.0,0.0,0.0005920607483748234,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,0.0,p75,0.9,1.0,0.0,0.0005920607483748234,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,0.0,p90,0.8,1.0,0.0,0.0005920607483748234,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,0.0,p90,0.9,1.0,0.0,0.0005920607483748234,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,1.0,mean,0.8,1.0,0.0,0.0005298736444566971,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,1.0,mean,0.9,1.0,0.0,0.0005298736444566971,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,1.0,p75,0.8,1.0,0.0,0.0005920607483748234,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,1.0,p75,0.9,1.0,0.0,0.0005920607483748234,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,1.0,p90,0.8,1.0,0.0,0.0005920607483748234,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,1.0,p90,0.9,1.0,0.0,0.0005920607483748234,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,5.0,mean,0.8,1.0,0.0,0.0005298736444566971,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,5.0,mean,0.9,1.0,0.0,0.0005298736444566971,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,5.0,p75,0.8,1.0,0.0,0.0005920607483748234,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,5.0,p75,0.9,1.0,0.0,0.0005920607483748234,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,5.0,p90,0.8,1.0,0.0,0.0005920607483748234,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,5.0,p90,0.9,1.0,0.0,0.0005920607483748234,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,10.0,mean,0.8,1.0,0.0,0.0005298736444566971,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,10.0,mean,0.9,1.0,0.0,0.0005298736444566971,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,10.0,p75,0.8,1.0,0.0,0.0005920607483748234,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,10.0,p75,0.9,1.0,0.0,0.0005920607483748234,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,10.0,p90,0.8,1.0,0.0,0.0005920607483748234,0.0,0.0005920607483748234,0.0,0.006512668232123057
20,10.0,p90,0.9,1.0,0.0,0.0005920607483748234,0.0,0.0005920607483748234,0.0,0.006512668232123057
50,0.0,mean,0.8,1.0,0.0,0.0004641258490250971,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,0.0,mean,0.9,1.0,0.0,0.0004641258490250971,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,0.0,p75,0.8,1.0,0.0,0.0005211306942833795,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,0.0,p75,0.9,1.0,0.0,0.0005211306942833795,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,0.0,p90,0.8,1.0,0.0,0.0005211306942833795,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,0.0,p90,0.9,1.0,0.0,0.0005211306942833795,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,1.0,mean,0.8,1.0,0.0,0.0004641258490250971,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,1.0,mean,0.9,1.0,0.0,0.0004641258490250971,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,1.0,p75,0.8,1.0,0.0,0.0005211306942833795,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,1.0,p75,0.9,1.0,0.0,0.0005211306942833795,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,1.0,p90,0.8,1.0,0.0,0.0005211306942833795,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,1.0,p90,0.9,1.0,0.0,0.0005211306942833795,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,5.0,mean,0.8,1.0,0.0,0.0004641258490250971,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,5.0,mean,0.9,1.0,0.0,0.0004641258490250971,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,5.0,p75,0.8,1.0,0.0,0.0005211306942833795,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,5.0,p75,0.9,1.0,0.0,0.0005211306942833795,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,5.0,p90,0.8,1.0,0.0,0.0005211306942833795,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,5.0,p90,0.9,1.0,0.0,0.0005211306942833795,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,10.0,mean,0.8,1.0,0.0,0.0004641258490250971,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,10.0,mean,0.9,1.0,0.0,0.0004641258490250971,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,10.0,p75,0.8,1.0,0.0,0.0005211306942833795,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,10.0,p75,0.9,1.0,0.0,0.0005211306942833795,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,10.0,p90,0.8,1.0,0.0,0.0005211306942833795,0.0,0.0005211306942833795,0.0,0.006253568331400553
50,10.0,p90,0.9,1.0,0.0,0.0005211306942833795,0.0,0.0005211306942833795,0.0,0.006253568331400553
100,0.0,mean,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,mean,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
