P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,65,394,676,95,16,75,0
2,0,107,447,500,92,43,132,0
3,0,101,427,525,144,45,78,0
4,0,87,419,576,94,54,91,0
5,0,149,460,484,73,50,104,0
