P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,804,259,93,110,49,6,0
2,0,751,295,77,82,100,16,0
3,0,678,299,172,127,33,11,0
4,0,714,304,126,109,61,7,0
5,0,751,283,97,120,48,21,0
