risk_source,customer_set,beta,lambda_concentration,seed,load_global_risk,load_cvar90,load_max_vehicle_risk,load_vehicle_gini,load_edge_burden_gini_used,load_top10_burden_share,load_max_edge_burden
ST-v1_seed2,A,1.0,0.0,9,1.9809723361471456,0.05838632995878871,0.5731890863688205,0.21780388331985545,0.8137549857846111,0.7881987746832555,0.29873167515019056
ST-v1_seed2,B,1.0,0.0,0,1.8176661923735598,0.04786145271747481,0.6135877830802625,0.2508135593862395,0.8107733764371552,0.7801595444031929,0.26941122130723905
ST-v1_seed2,B,1.0,0.0,1,1.7372392747012289,0.044851532924649135,0.5888237964557788,0.2702770299369601,0.801452076075835,0.7613583351112292,0.3984817828567615
ST-v1_seed2,B,1.0,0.0,2,1.858453757328269,0.048936775307585285,0.5937777711345755,0.2782820376152164,0.8200024756300379,0.7855177385607215,0.43059581300690836
ST-v1_seed2,B,1.0,0.0,3,1.753854233109561,0.046752312621841235,0.6472959260026216,0.2833441544944364,0.7988235949868365,0.7681925482292251,0.2922199740949584
ST-v1_seed2,B,1.0,0.0,4,2.1547009826592554,0.058090796970447646,0.9034947651099703,0.34135693679059376,0.8390997371428042,0.8101149778308041,0.43059581300690836
ST-v1_seed2,B,1.0,0.0,5,1.6594856319909774,0.0416675375106404,0.6333306697408204,0.3544964073009025,0.8127997352462597,0.7757148939480856,0.43059581300690836
ST-v1_seed2,B,1.0,0.0,6,2.4100274627624354,0.06470226892607801,0.9054965545686066,0.35054616790736204,0.8418097066800185,0.8217717529221925,0.45161268723766307
ST-v1_seed2,B,1.0,0.0,7,1.8896261195541963,0.04893000283430539,0.6243265402522362,0.22333242420821597,0.805997252284971,0.7754759396423607,0.2211015589383726
ST-v1_seed2,B,1.0,0.0,8,1.8979142487040854,0.0501844513195603,0.7275243350518411,0.31687060493980224,0.8174513910989227,0.7822842152208076,0.45161268723766307
ST-v1_seed2,B,1.0,0.0,9,2.2062523137117314,0.062109282554554064,0.9039502785000826,0.35379694025728625,0.8357752865171815,0.8125316716780117,0.43059581300690836
ST-v1_seed3,A,1.0,0.0,0,1.5043824884779922,0.04228040734968901,0.4416684094209771,0.1572218674727528,0.7923391826377995,0.7556351347404191,0.34535087847585993
ST-v1_seed3,A,1.0,0.0,1,1.7526813620276265,0.04748970302164334,0.5968997504773016,0.2321354162557665,0.788030510421988,0.7552970271242135,0.29873167515019056
ST-v1_seed3,A,1.0,0.0,2,2.1080678442238714,0.06437907381838864,0.5909418539150071,0.20797122492403797,0.8323376243533842,0.822981025762228,0.2870199778228758
ST-v1_seed3,A,1.0,0.0,3,1.7945693601233055,0.05332088110176426,0.4527897765702661,0.11537970042351176,0.8340096331997564,0.8136637556673976,0.34535087847585993
ST-v1_seed3,A,1.0,0.0,4,1.414063424220885,0.03738181881168078,0.3906976718768027,0.13734617992110842,0.7723332680703163,0.7210332727347284,0.2390890697140569
ST-v1_seed3,A,1.0,0.0,5,1.670620374015329,0.04735894365574419,0.6720480638716453,0.3605499966085419,0.8041508899215031,0.7650300290160993,0.33607313454396437
ST-v1_seed3,A,1.0,0.0,6,1.7709174269975378,0.04979999336666235,0.6720480638716453,0.32027250662164897,0.8092481949639776,0.7807715982425077,0.33607313454396437
ST-v1_seed3,A,1.0,0.0,7,1.5305998807130339,0.04175249007098449,0.3883136429024748,0.11224913194292951,0.7947371020444174,0.7632493381969057,0.2922199740949584
ST-v1_seed3,A,1.0,0.0,8,1.7986459958801473,0.0505909588259325,0.5968997504773016,0.21269728910406593,0.8097657391060815,0.7862891982832423,0.29873167515019056
ST-v1_seed3,A,1.0,0.0,9,1.5292573537311753,0.0423770982073257,0.3883136429024748,0.07670094917202874,0.805095136586407,0.775273494076,0.2922199740949584
ST-v1_seed3,B,1.0,0.0,0,2.0258489817629504,0.05665133657760531,0.6479262760768019,0.2460425194254987,0.8149986052223888,0.8009068214635772,0.2922199740949584
ST-v1_seed3,B,1.0,0.0,1,2.184949381791683,0.05801394655300631,0.8651074748789629,0.3071472831899098,0.8219418792277868,0.7932658832240795,0.45161268723766307
ST-v1_seed3,B,1.0,0.0,2,1.6985824416305184,0.041225389769782565,0.6339242961586997,0.24958336267236225,0.7899654298307963,0.7432686120749914,0.34535087847585993
ST-v1_seed3,B,1.0,0.0,3,2.312641853431498,0.06270989489001029,0.8105756211472925,0.2703193830973978,0.831887985249645,0.8097571508310256,0.42943352969270976
ST-v1_seed3,B,1.0,0.0,4,1.9047508985463393,0.04888498099958321,0.724853494569845,0.31530268991635824,0.8214437616676018,0.7884179742426032,0.45161268723766307
ST-v1_seed3,B,1.0,0.0,5,2.0962470862033293,0.05336194063136534,0.7276065495150845,0.27897385705190114,0.817461087489078,0.7892882999034423,0.3200545861254566
ST-v1_seed3,B,1.0,0.0,6,2.5921635217524535,0.06958438041664153,0.8149322991995652,0.24908448445870124,0.847959884636404,0.8302027407863742,0.5047435916185645
ST-v1_seed3,B,1.0,0.0,7,2.5329640570421774,0.07164471454638727,0.9054965545686066,0.2845275618959273,0.8486039079207837,0.8412903225034672,0.43059581300690836
ST-v1_seed3,B,1.0,0.0,8,2.1671700386803066,0.05659364842509519,0.8378384647885398,0.2820034774057125,0.8309858146324896,0.8072386147446885,0.43059581300690836
ST-v1_seed3,B,1.0,0.0,9,2.1531498527236166,0.057608530878687884,0.7045458055987798,0.2927577179096599,0.8328290926462845,0.7990115553242939,0.42943352969270976
ST-v1_seed4,A,1.0,0.0,0,1.5528830006963326,0.04293315850113636,0.4924855427151384,0.25562121133966986,0.7877794441132282,0.7491100244658884,0.29873167515019056
ST-v1_seed4,A,1.0,0.0,1,1.6585924730858879,0.046514328050592725,0.7406836963434739,0.37539569737520617,0.7976997628992362,0.7631329329245797,0.3734145939377382
ST-v1_seed4,A,1.0,0.0,2,1.8797485716857787,0.057287358060704875,0.7835531250883618,0.33213723795127703,0.8456734494299729,0.8333098767086972,0.33607313454396437
ST-v1_seed4,A,1.0,0.0,3,1.646196742274027,0.04616360435476818,0.7406836963434739,0.3674302248807082,0.8065730331474317,0.7655021099905149,0.3734145939377382
ST-v1_seed4,A,1.0,0.0,4,1.5347708672545952,0.04280053252397421,0.41849738334830733,0.211113858210916,0.8158558614880034,0.7843679854965864,0.2922199740949584
ST-v1_seed4,A,1.0,0.0,5,1.6066808916800888,0.04394513898295681,0.4945984296923188,0.2488961424578473,0.8004310819960703,0.761402742619681,0.29873167515019056
ST-v1_seed4,A,1.0,0.0,6,1.3130110718840762,0.0344793053747499,0.4924855427151384,0.26160042815351536,0.7659846711220877,0.7212033766284565,0.2390890697140569
ST-v1_seed4,A,1.0,0.0,7,1.8243924796858715,0.052430591080215236,0.4924855427151384,0.21115659918898166,0.8106765280281234,0.7820715311263963,0.29873167515019056
ST-v1_seed4,A,1.0,0.0,8,1.5429102890784359,0.04283827957060293,0.44590177396119285,0.24466028677099816,0.8144909668033,0.7800544522231215,0.34535087847585993
ST-v1_seed4,A,1.0,0.0,9,1.7200622281213531,0.05011037182638391,0.7835531250883618,0.36205800754577155,0.817274372144625,0.7870368079736147,0.33607313454396437
ST-v1_seed4,B,1.0,0.0,0,1.8467715816756294,0.048371384703538314,0.8564063462244009,0.4179342859798516,0.8142396104259555,0.7828276988779367,0.42943352969270976
ST-v1_seed4,B,1.0,0.0,1,1.7405458338305395,0.046164504604509174,0.7063800316227302,0.3790944239491756,0.7994226112978884,0.764542981005763,0.2390890697140569
ST-v1_seed4,B,1.0,0.0,2,2.357151617974216,0.06659178828469459,0.8651074748789629,0.33843873315691364,0.8351456945141214,0.8118690162070475,0.45161268723766307
ST-v1_seed4,B,1.0,0.0,3,1.945585507999116,0.05146631700063616,0.7454792531884284,0.37007671371157813,0.8259462117787955,0.7861633184993078,0.47714836632523305
ST-v1_seed4,B,1.0,0.0,4,1.550213851635727,0.038240390090352266,0.5843759632850842,0.30023691088603544,0.7810558663769545,0.7262143117771762,0.2211015589383726
ST-v1_seed4,B,1.0,0.0,5,1.5819871157683199,0.03749651674524927,0.5101230566346197,0.18568553037468427,0.7871801447795801,0.740086265669635,0.34535087847585993
ST-v1_seed4,B,1.0,0.0,6,1.5421398520260925,0.039737498601810944,0.630990477465987,0.343123324471037,0.8088599625358772,0.764643478734041,0.43059581300690836
ST-v1_seed4,B,1.0,0.0,7,2.2445970017185757,0.05876098217015399,0.8378076741876442,0.2689934546379642,0.8243751936646397,0.8056176689056266,0.43059581300690836
ST-v1_seed4,B,1.0,0.0,8,1.6531280801018258,0.04148670481698787,0.6327944594908895,0.2564779551161005,0.7858102460855791,0.7502426846476602,0.2069147437162006
ST-v1_seed4,B,1.0,0.0,9,2.202133948627682,0.05828694593174285,0.8383856062956769,0.288192650464532,0.8282472758170971,0.8133767307770486,0.43059581300690836
ST-v1_seed5,A,1.0,0.0,0,1.6879504032674681,0.045729582916938884,0.7406836963434739,0.35917636787739027,0.8007205693253467,0.7604462873433414,0.3734145939377382
ST-v1_seed5,A,1.0,0.0,1,1.5767194312862942,0.04307867735631226,0.7406836963434739,0.38857904681277144,0.8001192449887429,0.7656586809799344,0.3734145939377382
ST-v1_seed5,A,1.0,0.0,2,2.0937387045137346,0.06315482537233659,0.7218565068090578,0.30727455827928596,0.8388107704523913,0.8116838310906193,0.33607313454396437
ST-v1_seed5,A,1.0,0.0,3,2.3236458141439043,0.0697963351408094,0.7762085426410761,0.30103555303366125,0.8651000522648931,0.840537301820258,0.6738022544099427
ST-v1_seed5,A,1.0,0.0,4,1.7782139855141583,0.05168681996223033,0.6528362237018863,0.30144368450114345,0.8105684030048783,0.7830216909449628,0.34535087847585993
ST-v1_seed5,A,1.0,0.0,5,1.456255626932203,0.040881876057498365,0.5731890863688205,0.2959720231110978,0.8122253187744402,0.7740843513540634,0.2870199778228758
ST-v1_seed5,A,1.0,0.0,6,1.7035937092887177,0.04769467552989915,0.5731890863688205,0.28027963958883695,0.8131752975485562,0.7908767759839492,0.2870199778228758
ST-v1_seed5,A,1.0,0.0,7,1.4678553810287758,0.03943992999114454,0.49386549876307234,0.2516950744824107,0.805779107043777,0.7582452647784343,0.33607313454396437
ST-v1_seed5,A,1.0,0.0,8,1.6245980651411973,0.04605557465859196,0.41461098786975303,0.12644075161841806,0.8216037248977754,0.802198419321371,0.2870199778228758
ST-v1_seed5,A,1.0,0.0,9,1.8072141628425251,0.052574775620593116,0.6607922041948779,0.29508590428986126,0.8207010792624174,0.7887379822865163,0.34535087847585993
ST-v1_seed5,B,1.0,0.0,0,2.138423141411147,0.05935438022246627,0.8615073887604632,0.3745694557664325,0.8457433495136017,0.8283016255754554,0.37717570983013465
ST-v1_seed5,B,1.0,0.0,1,2.2426765099271195,0.0624884113270466,0.9351995249774405,0.4229899212554875,0.8442399035901818,0.816942472166941,0.37717570983013465
ST-v1_seed5,B,1.0,0.0,2,1.9253992863730385,0.048812864617856874,0.5557114096622933,0.1884692977368878,0.8086856658466655,0.7747865163308378,0.2390890697140569
ST-v1_seed5,B,1.0,0.0,3,2.1709494234208684,0.06210990356964649,0.9192311839372171,0.39747011311982305,0.834954976451382,0.8217674477739794,0.37717570983013465
ST-v1_seed5,B,1.0,0.0,4,2.086774832517166,0.05624426579679641,0.8786842057515888,0.3501587356529974,0.8245133325812766,0.8022523691559604,0.37717570983013465
ST-v1_seed5,B,1.0,0.0,5,1.7893042348188084,0.04847438952278756,0.7590524206758145,0.39014539118409397,0.8112318687148237,0.779435315393804,0.2922199740949584
ST-v1_seed5,B,1.0,0.0,6,2.5195213839167927,0.06973615472013421,0.8786842057515888,0.3349234497729765,0.8517622492297285,0.8368701596977484,0.3984817828567615
ST-v1_seed5,B,1.0,0.0,7,2.532577240747448,0.06641512311488243,0.8786842057515888,0.3311347971753975,0.8498541720795303,0.8367039992706872,0.3984817828567615
ST-v1_seed5,B,1.0,0.0,8,2.4202421242711276,0.0656190892989213,0.8786842057515888,0.3219362867740716,0.833214176895384,0.8146432932305422,0.3984817828567615
ST-v1_seed5,B,1.0,0.0,9,2.552622693681382,0.07350205752443881,0.8458540617841884,0.2532684010519566,0.8471367311358411,0.8291317656297587,0.45161268723766307
ST-v1_seed6,A,1.0,0.0,0,1.8827609013256335,0.057469673693711205,0.7835531250883618,0.32780597641596,0.8428481844188136,0.8269709250665971,0.33607313454396437
ST-v1_seed6,A,1.0,0.0,1,1.7078737673000308,0.04994970613841713,0.7835531250883618,0.350258328610918,0.8185380935129998,0.791087778995287,0.33607313454396437
ST-v1_seed6,A,1.0,0.0,2,1.3562533377244155,0.034251695527570895,0.39780111836156395,0.1940974065907961,0.7587331390736787,0.7049826546220387,0.2390890697140569
ST-v1_seed6,A,1.0,0.0,3,1.7574030875845836,0.05052519888683688,0.7835531250883618,0.37623397403979686,0.8093293227030758,0.7750198115946286,0.34535087847585993
ST-v1_seed6,A,1.0,0.0,4,1.6610397316553385,0.0474809965286406,0.6016279758095109,0.23292258862403648,0.8063471980868813,0.7695923506965758,0.33607313454396437
ST-v1_seed6,A,1.0,0.0,5,1.7037101881658439,0.04858741690666476,0.5731890863688205,0.2816660027373248,0.8033390947131309,0.7725707703833103,0.2922199740949584
ST-v1_seed6,A,1.0,0.0,6,1.785421434588259,0.05210730111924384,0.7835531250883618,0.36242513817339894,0.8122782851024608,0.7844575317361039,0.33607313454396437
ST-v1_seed6,A,1.0,0.0,7,1.8309184248408883,0.05416679270480514,0.7835531250883618,0.3353360548345634,0.8445457448646978,0.8308517493582833,0.33607313454396437
ST-v1_seed6,A,1.0,0.0,8,1.819869969560109,0.050335713690023605,0.6018854833889964,0.3153317852942581,0.809786314338687,0.7723098542059988,0.33607313454396437
ST-v1_seed6,A,1.0,0.0,9,1.7448527448521995,0.051181960536766484,0.7835531250883618,0.36166663355668516,0.8216812516623437,0.7952053258961612,0.33607313454396437
ST-v1_seed6,B,1.0,0.0,0,1.6908220150715967,0.04154271316875061,0.6256900859811592,0.20603835053833763,0.8006986890857968,0.7741446331370126,0.2390890697140569
ST-v1_seed6,B,1.0,0.0,1,2.442587583129458,0.07029830292407141,0.9694102449322379,0.30837461217339857,0.8381083280287944,0.8307193141982424,0.5047435916185645
ST-v1_seed6,B,1.0,0.0,2,1.658883046257865,0.04192970183798992,0.5841553947747353,0.23962354459233448,0.7944916613031199,0.7658809397900775,0.2211015589383726
ST-v1_seed6,B,1.0,0.0,3,1.825154419009906,0.04751473999192403,0.4833697993913964,0.20447079879178265,0.7941336376620074,0.7723165074254292,0.2069147437162006
ST-v1_seed6,B,1.0,0.0,4,1.8604779885547982,0.046664717585401,0.7041365959912531,0.25871700320216307,0.8142628099678455,0.771617257829561,0.5047435916185645
ST-v1_seed6,B,1.0,0.0,5,2.2655381669210617,0.06244453225232812,0.8786842057515888,0.3616576189043068,0.8472215666925975,0.8302086886180227,0.37717570983013465
ST-v1_seed6,B,1.0,0.0,6,1.9275263923548425,0.053202918732827766,0.5801220704378054,0.19603769501473667,0.8136922449592827,0.7974307167290235,0.2211015589383726
ST-v1_seed6,B,1.0,0.0,7,1.7152410955971862,0.04231469293185528,0.7419231313280672,0.3307089655355433,0.7992745033618112,0.7570149416033094,0.45161268723766307
ST-v1_seed6,B,1.0,0.0,8,2.326974269242737,0.06315778654993535,0.8786842057515888,0.32752961014403903,0.8288553701736325,0.8084501842915549,0.37717570983013465
ST-v1_seed6,B,1.0,0.0,9,1.9552988906583177,0.05063890793307167,0.6034463918737365,0.22195467402082492,0.8110172662026833,0.7841693605500845,0.3799374820649191
ST-v1_seed7,A,1.0,0.0,0,1.6377204764507092,0.044262848141886094,0.5204638065390942,0.2508514863708533,0.8022050807947037,0.7583589741868298,0.34535087847585993
ST-v1_seed7,A,1.0,0.0,1,1.5767868848565811,0.042842365291059566,0.5147034836810275,0.2677338591245835,0.7927236720101272,0.7552055915229814,0.34535087847585993
ST-v1_seed7,A,1.0,0.0,2,1.5212648767182166,0.04139934847655016,0.5760157779019043,0.2981000966391414,0.788776380019288,0.7366279869893984,0.33607313454396437
ST-v1_seed7,A,1.0,0.0,3,1.4815302605146188,0.04204132549202942,0.5205324381159937,0.2932291920536889,0.7961275741669429,0.7607992912334839,0.2922199740949584
ST-v1_seed7,A,1.0,0.0,4,1.4154937845564337,0.037961507290267,0.4316173656358319,0.2564911166696613,0.7742070254664835,0.728409453954164,0.34535087847585993
ST-v1_seed7,A,1.0,0.0,5,1.2117047444277804,0.02886240834792859,0.39780111836156395,0.2765866492041966,0.7240089741339528,0.6568807237765075,0.2390890697140569
ST-v1_seed7,A,1.0,0.0,6,1.6161856060886315,0.04366254912491168,0.5778285096092577,0.3211701820299042,0.8019363527206747,0.7638960053249576,0.34535087847585993
ST-v1_seed7,A,1.0,0.0,7,1.5872291164353698,0.043286833402915004,0.7406836963434739,0.3805182097409767,0.8000809933781996,0.7647916294307678,0.3734145939377382
ST-v1_seed7,A,1.0,0.0,8,1.6674105026441437,0.044788862763228805,0.5731890863688205,0.29711666090418065,0.7968231553269678,0.755987334155917,0.33607313454396437
ST-v1_seed7,A,1.0,0.0,9,1.413367864216224,0.037416775198413126,0.5778285096092577,0.31775646699774485,0.8027044577328917,0.7625647788676132,0.2870199778228758
ST-v1_seed7,B,1.0,0.0,0,2.4484354424481847,0.07018022162719449,0.8805794904929037,0.30131153162239843,0.8443671663899779,0.8326107607350832,0.37717570983013465
ST-v1_seed7,B,1.0,0.0,1,1.8491609041250987,0.04620022444053488,0.6472959260026216,0.3063624949522632,0.8004123785945909,0.7665810855283623,0.2922199740949584
ST-v1_seed7,B,1.0,0.0,2,1.6729744806299969,0.039334230528185535,0.6457342585837313,0.22842946028345645,0.784324896504496,0.7475223939912681,0.18595816533315537
ST-v1_seed7,B,1.0,0.0,3,1.7450021877940431,0.04367510525346092,0.8038409843653629,0.33601733552584445,0.7957265882628008,0.7534633084806112,0.45161268723766307
ST-v1_seed7,B,1.0,0.0,4,1.2842893677802447,0.029139784549310925,0.37382160421585703,0.13311023903277763,0.746372137969147,0.6909463775141178,0.13687816195009864
ST-v1_seed7,B,1.0,0.0,5,1.6597537329977545,0.04301240612874495,0.4699078766891805,0.15817706573196744,0.7938063266109694,0.767058869609142,0.1919012003329122
ST-v1_seed7,B,1.0,0.0,6,1.5150334172864435,0.037116008473913095,0.5858927181043193,0.29311477993683366,0.7821136494621965,0.7380137614362043,0.2211015589383726
ST-v1_seed7,B,1.0,0.0,7,1.2861305562469103,0.029749571615011197,0.5332203290512352,0.3200723617352861,0.7531165221930602,0.6901202154769348,0.2211015589383726
ST-v1_seed7,B,1.0,0.0,8,1.8804666544645279,0.04878956683917996,0.5936160720029653,0.27511227460250165,0.8139650012489037,0.7802413304686124,0.43059581300690836
ST-v1_seed7,B,1.0,0.0,9,1.9594255310961497,0.05128972513377182,0.7504297373863926,0.3015334881971996,0.816525469823719,0.7874757507517186,0.3984817828567615
ST-v1_seed8,A,1.0,0.0,0,1.7114224254767545,0.04874584112670552,0.509092003989569,0.21943033315691407,0.7929285376696968,0.7627574183691382,0.2613902157564167
ST-v1_seed8,A,1.0,0.0,1,1.795255546895409,0.05176456046340925,0.615005602450596,0.31913212706460636,0.8157686334665522,0.7797605260334566,0.33607313454396437
ST-v1_seed8,A,1.0,0.0,2,1.5220415497482618,0.042116945348569954,0.4967735632220415,0.2628115435698488,0.795077494530924,0.7606209403149571,0.2922199740949584
