risk_source,customer_set,beta,lambda_concentration,runs,load_global_risk_mean,load_global_risk_std,load_cvar90_mean,load_cvar90_std,load_max_vehicle_risk_mean,load_max_vehicle_risk_std,load_vehicle_gini_mean,load_vehicle_gini_std,load_edge_burden_gini_used_mean,load_edge_burden_gini_used_std,load_top10_burden_share_mean,load_top10_burden_share_std,load_max_edge_burden_mean,load_max_edge_burden_std
ST-v1_seed0,A,1.0,0.0,10,1.5225264262134595,0.23249388991568204,0.042209294273711305,0.008449079387254727,0.48659280901891366,0.09725428191927898,0.24381739250052953,0.06749655589024979,0.7966665340473427,0.026851679106452263,0.7568181320028222,0.03527983538144272,0.2986807415787752,0.046031342046954596
ST-v1_seed0,B,1.0,0.0,10,1.8572991218635841,0.3110777516969552,0.047857606671662625,0.011250784236565095,0.7249973197836936,0.15157700017376965,0.32388459605777353,0.057315681300574746,0.809523809775536,0.01983328337456981,0.7695923030561479,0.034483396606348644,0.4081159919018055,0.0881382657256941
ST-v1_seed1,A,1.0,0.0,10,1.6463346579804665,0.16847725281431022,0.04616401351898873,0.006184897010925656,0.6091006112683967,0.12537038237815787,0.28002464142319444,0.09895094246944199,0.813755124460301,0.010062989332063947,0.7803288324361964,0.017635260515089294,0.3356985687261075,0.03250369424868282
ST-v1_seed1,B,1.0,0.0,10,1.9893115314256025,0.21419728740999425,0.05224332770060387,0.00786438667675927,0.6726862338945662,0.08014571224594001,0.2595560681626522,0.026772055890085623,0.8159121046403113,0.020202125534708164,0.7808568853865683,0.02872868680978876,0.4603654443445085,0.13340082985731588
ST-v1_seed2,A,1.0,0.0,10,1.5807037773422827,0.23858527015549538,0.04357003301293752,0.008425088997874013,0.5666433323664269,0.14995716959126495,0.28057398901650715,0.07383935929244753,0.7980441698203841,0.022306926107777042,0.7582061894224966,0.03223537703778567,0.3142272128459522,0.040053403114070504
ST-v1_seed2,B,1.0,0.0,10,1.9385220216895298,0.23996882562665292,0.05140864136871363,0.007614143208822236,0.7141608419896796,0.1366448506670666,0.3023116262837015,0.04748125571436064,0.8183984632100023,0.015619382870499757,0.7873121617546631,0.020376645603350927,0.38068231637002914,0.08564613590288365
ST-v1_seed3,A,1.0,0.0,10,1.6873805510410904,0.20279831650031951,0.04767313682298153,0.007617594809966387,0.5190620626285896,0.11791854893120689,0.19325242624463926,0.09241384093833913,0.8042047281305631,0.01898763264458804,0.7739223873843741,0.029551039954987788,0.3070860372066879,0.033692604697644894
ST-v1_seed3,B,1.0,0.0,10,2.1668468113564874,0.26864645226696987,0.057627876368816486,0.00901299881908243,0.7672806836502178,0.09257813848077803,0.2775742337023429,0.02413043792656939,0.8258077448523258,0.01709005039808988,0.8002647975098544,0.02641227941338246,0.4085653090189402,0.06680362292364195
ST-v1_seed4,A,1.0,0.0,10,1.6279248615446449,0.16087841874030356,0.04595026683260851,0.006258382107775917,0.5884927858010907,0.15206730024190532,0.28700696938748915,0.06526794731088907,0.8062439171172079,0.02088341684296317,0.7727191840157538,0.029129039667690364,0.31918304046988516,0.041545497435857566
ST-v1_seed4,B,1.0,0.0,10,1.8664254391357722,0.3074222965208906,0.04866030329496754,0.009970523189992855,0.7207850343274425,0.12752120329693556,0.3148253982747872,0.06853810321908371,0.8090282817276488,0.019696481688005783,0.7745584155101243,0.030517801206194028,0.3662438273120821,0.10491319921901655
ST-v1_seed5,A,1.0,0.0,10,1.7519785283958977,0.2726216345217042,0.05000930726063546,0.00975299227374036,0.6347915529404312,0.11876043533186184,0.29069826035948765,0.06946172912431332,0.8188803567563218,0.019842544505499014,0.7875490585903451,0.025585561788692743,0.3644539401793695,0.11362013510791039
ST-v1_seed5,B,1.0,0.0,10,2.2378490871084895,0.2655348462846948,0.061275663971497696,0.00827788883990953,0.8391292812803771,0.110145444580727,0.3365065849490125,0.07054981989672801,0.8351336426038415,0.015705859045796057,0.8140834964225714,0.02214040967083838,0.36870699189375017,0.06006562635707402
ST-v1_seed6,A,1.0,0.0,10,1.72501035875973,0.1456838078703954,0.04960564557326806,0.006093545869558235,0.6875822414459062,0.1362405659892954,0.3137743888877738,0.06004405666756353,0.8127426628476769,0.023800625801873126,0.7823048752554984,0.034941394467456366,0.32291718640926254,0.032802939115495505
ST-v1_seed6,B,1.0,0.0,10,1.966850386679777,0.28139432769465533,0.05197090139081552,0.010137154893961092,0.7049622126213568,0.15900045164355062,0.2655112872917467,0.0613563895654001,0.814175607743757,0.018509249500776006,0.7891952544172318,0.026393840112721775,0.3483595703506983,0.1185874824236439
ST-v1_seed7,A,1.0,0.0,10,1.5128694116908707,0.1377982164059475,0.04065248235291895,0.004832114393772556,0.5430663792166225,0.09357613838945061,0.29595539197349313,0.03806240134727196,0.7879593665750232,0.02406029492715998,0.7443521769442621,0.03302590126520524,0.3245293398560998,0.03963909329909059
ST-v1_seed7,B,1.0,0.0,10,1.7300672274869353,0.3425274109465159,0.04384868445893078,0.01183326960491661,0.628433899689457,0.15345237605407505,0.26532410316205285,0.06950268362389336,0.7930730137059862,0.029160777789388432,0.7554033853992055,0.04301446955434034,0.2907026612519337,0.11481487581234895
ST-v1_seed8,A,1.0,0.0,10,1.5323816671899446,0.19708905787247788,0.04288784805467968,0.006977379572527033,0.47766495802528863,0.09849023525915883,0.22798850640927962,0.06174632354035254,0.7994485570492195,0.022725244537648782,0.7632019744397289,0.029757528107718114,0.29697985595771587,0.047851243210948476
ST-v1_seed8,B,1.0,0.0,10,2.0714788820355112,0.20733162616685905,0.05479333808337013,0.007229513752923261,0.7719361095463276,0.09797957790616801,0.2970048536317481,0.08135126406931333,0.8216840707177331,0.016654606302870405,0.7916639542599436,0.024872381987896833,0.4127423273540508,0.06385041785730174
ST-v1_seed9,A,1.0,0.0,10,1.5126206060366094,0.21877460630515688,0.041915509205230496,0.008192458887192621,0.4908082823472485,0.12005257472066554,0.22768511039802988,0.06022134527972579,0.7916782816430546,0.022807745120674766,0.7490662312183984,0.03771966929004845,0.2981050528790593,0.044840571624491725
ST-v1_seed9,B,1.0,0.0,10,1.9148288615027003,0.28475670984358936,0.04957176932245021,0.009273443839444801,0.7593172961050618,0.14676511665101866,0.34711286056973156,0.043218486373154515,0.8179405416639307,0.02435442783561081,0.7834047433939306,0.03653812936286474,0.3893859976788304,0.07311775005165325
