P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,627,531,232,71,16,49,3
2,2,630,349,236,116,72,121,3
3,1,504,424,305,133,69,92,2
4,2,531,428,271,120,107,64,6
5,3,468,513,295,79,65,104,2
