method,runs,hop_mean,hop_std,mean_risk_mean,mean_risk_std,max_risk_mean,max_risk_std,cvar80_mean,cvar80_std,cvar90_mean,cvar90_std,re_mean,re_std,hhi_mean,hhi_std,gini_mean,gini_std,total_risk_mean,total_risk_std,hop_increase_pct_mean,hop_increase_pct_std,risk_reduction_pct_mean,risk_reduction_pct_std,cvar90_reduction_pct_mean,cvar90_reduction_pct_std,total_risk_mean_baseline,total_risk_mean_method,total_risk_aggregate_reduction,total_risk_mean_per_od_reduction,total_risk_median_per_od_reduction,total_risk_wilcoxon_p,max_risk_mean_baseline,max_risk_mean_method,max_risk_aggregate_reduction,max_risk_mean_per_od_reduction,max_risk_median_per_od_reduction,max_risk_wilcoxon_p,cvar80_mean_baseline,cvar80_mean_method,cvar80_aggregate_reduction,cvar80_mean_per_od_reduction,cvar80_median_per_od_reduction,cvar80_wilcoxon_p,cvar90_mean_baseline,cvar90_mean_method,cvar90_aggregate_reduction,cvar90_mean_per_od_reduction,cvar90_median_per_od_reduction,cvar90_wilcoxon_p,re_mean_baseline,re_mean_method,re_aggregate_reduction,re_mean_per_od_reduction,re_median_per_od_reduction,re_wilcoxon_p,gini_mean_baseline,gini_mean_method,gini_aggregate_reduction,gini_mean_per_od_reduction,gini_median_per_od_reduction,gini_wilcoxon_p,path_overlap_with_cvar,selected_path_changed_rate,risk_source
CVaR-risk,150,10.02,2.59702979543733,0.006346092488889975,0.01172147740586234,0.020633171617281492,0.0838140092716543,0.01375154743988871,0.045537163345777884,0.019578838161434013,0.0831314498477746,0.0025622648931557944,0.011716707923101345,0.14811645304843568,0.12130017462036913,0.23252186700116567,0.1382353836256442,0.05979841943650612,0.09745911183283788,0.11365082140080654,0.12803486947536463,0.4814209569084855,0.4465332336153845,0.5817964108282774,0.4372687443733515,0.30534151431239126,0.05979841943650612,0.8041588954192085,0.4814209569084855,0.7531332094457048,1.2557021725096697e-18,0.21279136112527272,0.020633171617281492,0.903035670672563,0.5752052397440872,0.9219393929553308,5.970951326196947e-20,0.11996408974264772,0.01375154743988871,0.885369467894313,0.5666423642882726,0.8401689249225173,2.8019708264421053e-20,0.1822566111810441,0.019578838161434013,0.8925754295800111,0.5817964108282774,0.8885643995817509,4.199138632978078e-21,0.03072808040810022,0.0025622648931557944,0.9166148727794604,0.6765836476082421,0.9749900894828352,1.3127490406040583e-20,0.5292572847896789,0.23252186700116567,0.5606638327252728,0.3709959325855249,0.58059119103634,8.539762013960578e-18,1.0,0.0,t2_0_t3_0
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.03484119568874756,0.04290482818718695,0.21279136112527272,0.2553891469034962,0.11996408974264772,0.16196813382407788,0.1822566111810441,0.23296503038690392,0.03072808040810022,0.042795594332225705,0.4388368785133824,0.2875575353442241,0.5292572847896789,0.27965260675096215,0.30534151431239126,0.3482817114320798,0.0,0.0,0.0,0.0,0.0,0.0,0.30534151431239126,0.30534151431239126,0.0,0.0,0.0,1.0,0.21279136112527272,0.21279136112527272,0.0,0.0,0.0,1.0,0.11996408974264772,0.11996408974264772,0.0,0.0,0.0,1.0,0.1822566111810441,0.1822566111810441,0.0,0.0,0.0,1.0,0.03072808040810022,0.03072808040810022,0.0,0.0,0.0,1.0,0.5292572847896789,0.5292572847896789,0.0,0.0,0.0,1.0,0.21333333333333335,0.7866666666666666,t2_0_t3_0
CVaR-risk,150,10.24,2.5846215305873774,0.006016699811171468,0.009905423724146819,0.020091680990899387,0.08032529509010125,0.01322824686827387,0.041453651708482815,0.019305489803331948,0.07983511085373714,0.0021916857128216256,0.009885447153179844,0.14705329528240965,0.13128758371919147,0.23189546070289585,0.1400875917961077,0.058560648427708306,0.08651358967618741,0.13896602471600675,0.12454221449068754,0.4657294299763881,0.46089065006615304,0.581833627823611,0.4367395566576536,0.2979412443021425,0.058560648427708306,0.8034490036259454,0.4657294299763881,0.7362912275728585,1.2306998927293841e-17,0.20671025096588494,0.020091680990899387,0.9028026868627909,0.5761351134781526,0.9219335737328587,2.4725315934038093e-21,0.12216033210583312,0.01322824686827387,0.8917140561004259,0.5774124003242598,0.8599364379788373,4.4596816413765627e-23,0.1819539626403159,0.019305489803331948,0.893899041691174,0.581833627823611,0.9202857319479083,4.4595328671511695e-23,0.029806634602256743,0.0021916857128216256,0.9264698701146838,0.6851293391678037,0.9735814299886318,2.180661232753018e-22,0.5274360804786529,0.23189546070289585,0.5603344759937374,0.3723335808344221,0.5725743282417832,8.733553069022985e-18,1.0,0.0,t2_0_t3_0p25
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.03397918236449147,0.04138578050978132,0.20671025096588494,0.24654585783144453,0.12216033210583312,0.15801941746047563,0.1819539626403159,0.2251074853427163,0.029806634602256743,0.04128513942609784,0.4361931898445431,0.28577379990784507,0.5274360804786529,0.2790684004691351,0.2979412443021425,0.33688609632199484,0.0,0.0,0.0,0.0,0.0,0.0,0.2979412443021425,0.2979412443021425,0.0,0.0,0.0,1.0,0.20671025096588494,0.20671025096588494,0.0,0.0,0.0,1.0,0.12216033210583312,0.12216033210583312,0.0,0.0,0.0,1.0,0.1819539626403159,0.1819539626403159,0.0,0.0,0.0,1.0,0.029806634602256743,0.029806634602256743,0.0,0.0,0.0,1.0,0.5274360804786529,0.5274360804786529,0.0,0.0,0.0,1.0,0.13333333333333333,0.8666666666666667,t2_0_t3_0p25
CVaR-risk,150,10.26,2.5578671904065677,0.005991158686082018,0.009610256478883228,0.019797323098375327,0.07788963298585685,0.013071734179515949,0.04020577458604725,0.01898592582795088,0.07735582718679726,0.0021337908118383205,0.009591098853706483,0.1466093147639101,0.13070929842582613,0.23312919921876188,0.13898681300535912,0.058561241774187846,0.08398769576716779,0.14229935804933957,0.1290568657181421,0.4621117484908095,0.46256630546998234,0.5816492366741233,0.4351178865251727,0.2924532883026841,0.058561241774187846,0.7997586482447833,0.4621117484908095,0.7291418259950125,1.8259399646794334e-17,0.2022013585468452,0.019797323098375327,0.9020910480446113,0.5760388164529363,0.9218456274889539,2.4725315934038093e-21,0.11957462416917948,0.013071734179515949,0.890681369301967,0.5757434164945345,0.8605518418316436,4.514357780393734e-23,0.1780743233594956,0.01898592582795088,0.893382013360143,0.5816492366741233,0.9185538521233083,3.0535234736717817e-23,0.029129693456381497,0.0021337908118383205,0.9267486004972836,0.6877904505997541,0.9727258070140773,2.6343204770704216e-22,0.5262341946074262,0.23312919921876188,0.5569858408892744,0.3457707186106067,0.561554879434971,3.110657633879669e-17,1.0,0.0,t2_0_t3_0p5
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.03333992309585497,0.04026532813985078,0.2022013585468452,0.2400333872102479,0.11957462416917948,0.1539208799904711,0.1780743233594956,0.21911145973675902,0.029129693456381497,0.04017096259870781,0.4341969347028379,0.284351160477532,0.5262341946074262,0.27844947087738603,0.2924532883026841,0.32849183004099164,0.0,0.0,0.0,0.0,0.0,0.0,0.2924532883026841,0.2924532883026841,0.0,0.0,0.0,1.0,0.2022013585468452,0.2022013585468452,0.0,0.0,0.0,1.0,0.11957462416917948,0.11957462416917948,0.0,0.0,0.0,1.0,0.1780743233594956,0.1780743233594956,0.0,0.0,0.0,1.0,0.029129693456381497,0.029129693456381497,0.0,0.0,0.0,1.0,0.5262341946074262,0.5262341946074262,0.0,0.0,0.0,1.0,0.12666666666666668,0.8733333333333333,t2_0_t3_0p5
CVaR-risk,150,10.04,2.5980891274346147,0.006200082305714196,0.011713962733639494,0.02065302267778464,0.08592294813527443,0.013728820255230936,0.0461556794348299,0.01967010946812089,0.08534234940789408,0.0025660102821740954,0.011704349972566239,0.14972633498411228,0.12117718397912329,0.24428076414684635,0.13787509817600227,0.05848245569637726,0.09796490825423747,0.11592354867353355,0.1282713054131369,0.4799718055559102,0.4457630772204288,0.581690104870807,0.43446244731937705,0.3002066940514102,0.05848245569637726,0.805192699376759,0.4799718055559102,0.7314146778929547,9.035113701056104e-19,0.21001366202475305,0.02065302267778464,0.9016586707761323,0.5750227684757863,0.9111507940327752,4.0858730921774447e-20,0.11848620222797157,0.013728820255230936,0.8841314853716018,0.5667029954880176,0.8241605471179897,8.981357724063318e-21,0.17991825705586706,0.01967010946812089,0.8906719651974856,0.581690104870807,0.8750967613995957,2.874386927467142e-21,0.030347117231915893,0.0025660102821740954,0.9154446775461467,0.6750420386551642,0.9680351868412711,1.3127490406040583e-20,0.534053482728408,0.24428076414684635,0.5425911972347955,0.36749934724619504,0.5499912089862345,9.16999830171715e-18,1.0,0.0,t2_0p25_t3_0
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.03432266600416316,0.04378743433430338,0.21001366202475305,0.2609956065654462,0.11848620222797157,0.16490818808924854,0.17991825705586706,0.23742056543026438,0.030347117231915893,0.04366479605040666,0.4368007538442463,0.2854956610095537,0.534053482728408,0.27285074676031235,0.3002066940514102,0.3544774535574032,0.0,0.0,0.0,0.0,0.0,0.0,0.3002066940514102,0.3002066940514102,0.0,0.0,0.0,1.0,0.21001366202475305,0.21001366202475305,0.0,0.0,0.0,1.0,0.11848620222797157,0.11848620222797157,0.0,0.0,0.0,1.0,0.17991825705586706,0.17991825705586706,0.0,0.0,0.0,1.0,0.030347117231915893,0.030347117231915893,0.0,0.0,0.0,1.0,0.534053482728408,0.534053482728408,0.0,0.0,0.0,1.0,0.20666666666666667,0.7933333333333333,t2_0p25_t3_0
CVaR-risk,150,10.253333333333334,2.5859368420807236,0.005899384873770964,0.010050800249686426,0.020154062060659755,0.08271011432713617,0.013251831521663811,0.042567931009697725,0.019429277374352013,0.08232491739703035,0.0022203972703919213,0.010027810859276383,0.14858390045332498,0.13106163617958522,0.24278777854756348,0.13939742711237407,0.05744922441524302,0.08799800159474004,0.14068319643317825,0.1263442546495946,0.4665923723238191,0.45728921990092475,0.5819111572179545,0.434417646754223,0.29470659031920904,0.05744922441524302,0.8050629802549634,0.4665923723238191,0.7271322807032412,8.054349778591592e-18,0.20531392882569488,0.020154062060659755,0.901837823781202,0.5759370738715054,0.9126646463648267,2.4112234851496935e-21,0.12135573603423393,0.013251831521663811,0.8908017704345155,0.5780497503567451,0.8448256157525207,4.4595328671511695e-23,0.1812200327299022,0.019429277374352013,0.8927862605333319,0.5819111572179545,0.9101678896382452,4.4595328671511695e-23,0.029638037657081416,0.0022203972703919213,0.9250828514017194,0.6828594077515516,0.9670655634597722,2.129064006150279e-22,0.5318805010246587,0.24278777854756348,0.5435294618238862,0.36553883439414037,0.5612426744288157,1.1128001374775038e-17,1.0,0.0,t2_0p25_t3_0p25
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.033672206737118585,0.042410099976804005,0.20531392882569488,0.25292156821895,0.12135573603423393,0.16170468112969905,0.1812200327299022,0.23126101126169563,0.029638037657081416,0.042297343035588096,0.4347531802777242,0.2842750545941082,0.5318805010246587,0.27318767907389235,0.29470659031920904,0.3442030781109225,0.0,0.0,0.0,0.0,0.0,0.0,0.29470659031920904,0.29470659031920904,0.0,0.0,0.0,1.0,0.20531392882569488,0.20531392882569488,0.0,0.0,0.0,1.0,0.12135573603423393,0.12135573603423393,0.0,0.0,0.0,1.0,0.1812200327299022,0.1812200327299022,0.0,0.0,0.0,1.0,0.029638037657081416,0.029638037657081416,0.0,0.0,0.0,1.0,0.5318805010246587,0.5318805010246587,0.0,0.0,0.0,1.0,0.13333333333333333,0.8666666666666667,t2_0p25_t3_0p25
