P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,66,319,637,391,64,50,3
2,0,108,386,542,284,85,121,3
3,0,111,406,501,312,90,109,1
4,0,86,327,535,358,90,120,13
5,0,163,466,470,254,57,113,6
