P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,76,297,541,260,64,64,19
2,0,97,329,380,254,114,135,12
3,0,91,308,459,273,101,85,3
4,0,95,280,466,260,92,100,28
5,0,181,342,398,227,44,111,17
