customer_set,model,model_seed_runs,risk_improvement_mean,risk_improvement_std,risk_improvement_mean_std,cvar90_improvement_mean,cvar90_improvement_std,cvar90_improvement_mean_std,max_vehicle_risk_improvement_mean,max_vehicle_risk_improvement_std,max_vehicle_risk_improvement_mean_std,edge_gini_improvement_mean,edge_gini_improvement_std,edge_gini_improvement_mean_std,top10_share_improvement_mean,top10_share_improvement_std,top10_share_improvement_mean_std,extra_cost_percentage_points_mean,extra_cost_percentage_points_std,extra_cost_percentage_points_mean_std
A,Stable-Tail-GNN,10,0.20669724873765302,0.06943814365924893,20.670% +/- 6.944%,0.31108403754376385,0.11081866170391694,31.108% +/- 11.082%,0.19190097918953392,0.17689803167152074,19.190% +/- 17.690%,0.05053542542591489,0.02941611481608814,5.054% +/- 2.942%,0.07930708648462127,0.04323258643287996,7.931% +/- 4.323%,0.07010574385151355,0.012152584093875962,7.011% +/- 1.215%
B,Stable-Tail-GNN,10,0.17353418790578087,0.029565309051319377,17.353% +/- 2.957%,0.22213060930536394,0.06911819910233506,22.213% +/- 6.912%,0.16162600697599774,0.07872711385092168,16.163% +/- 7.873%,0.02907473812629513,0.01019356103667131,2.907% +/- 1.019%,0.0506630603144762,0.014567488997913509,5.066% +/- 1.457%,0.08589315542942898,0.015498395917158897,8.589% +/- 1.550%
