P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,114,856,468,24,10,58,0
2,0,180,667,418,115,34,115,0
3,0,147,699,434,121,53,76,0
4,0,129,742,394,137,56,62,9
5,0,179,764,383,65,31,104,3
