P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,10,870,412,119,29,8,71,11
2,13,823,348,116,54,18,150,7
3,7,819,369,126,40,26,126,17
4,8,807,315,139,40,54,84,82
5,14,743,460,102,29,28,131,22
