P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,236,757,384,106,5,35,7
2,0,293,701,265,131,46,47,46
3,0,181,719,341,177,36,48,28
4,0,191,677,341,207,46,45,22
5,0,182,609,466,115,80,56,21
