P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,196,633,326,77,26,47,16
2,0,317,535,245,61,24,73,66
3,0,210,535,334,94,79,41,27
4,0,200,559,328,40,91,84,19
5,0,149,530,421,62,56,77,25
