rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,2488,0,8,7.3987531661987305,0.914107620716095,0.9400787353515625
2,4436,8,8,7.294550895690918,0.8992215394973755,0.8743037581443787
3,2794,0,7,7.068228721618652,0.8668898344039917,0.9984339475631714
4,3593,0,7,6.986851692199707,0.8552645444869995,0.9999912977218628
5,89,0,7,6.941519737243652,0.8487885594367981,0.9250463843345642
6,3477,0,7,6.938477516174316,0.848353922367096,0.9967731237411499
7,3901,0,7,6.883212566375732,0.8404589295387268,0.9956634640693665
8,4485,7,7,6.778079032897949,0.8254398703575134,0.982021689414978
9,307,0,8,6.707835674285889,0.8154050707817078,0.8492140769958496
10,4437,0,8,6.434795379638672,0.7763993144035339,0.768024742603302
11,4145,8,8,6.403103351593018,0.7718719244003296,0.7870481014251709
12,4370,6,7,6.265571594238281,0.7522245049476624,0.8129836320877075
13,4389,8,8,6.200094223022461,0.7428706288337708,0.7663307189941406
14,5028,0,8,6.186944961547852,0.7409921288490295,0.7550601363182068
15,3721,1,7,6.141778945922852,0.7345398664474487,0.8399369120597839
16,3929,0,7,6.106719017028809,0.7295312881469727,0.7323603630065918
17,311,0,8,6.091681480407715,0.7273830771446228,0.7546465992927551
18,3794,7,7,6.066908359527588,0.723844051361084,0.7417246103286743
19,3609,1,8,6.040650367736816,0.7200928926467896,0.7271364331245422
20,4923,0,8,6.038896560668945,0.7198423743247986,0.7204374074935913
