rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,4485,7,7,7.087041854858398,0.8695774078369141,0.9923613667488098
2,3777,7,7,7.018978595733643,0.8598541021347046,0.985907256603241
3,3593,0,7,6.9941205978393555,0.8563029170036316,0.9992866516113281
4,3901,0,7,6.98384952545166,0.8548356294631958,0.9881649613380432
5,3846,3,7,6.864049434661865,0.8377213478088379,0.9403789639472961
6,4436,8,7,6.837286949157715,0.83389812707901,0.8607442378997803
7,3477,0,7,6.833088397979736,0.8332983255386353,0.968603789806366
8,4871,7,7,6.689647674560547,0.8128067851066589,0.8707115650177002
9,4315,8,7,6.675380706787109,0.8107686638832092,0.8461244106292725
10,3484,0,7,6.570687294006348,0.7958124876022339,0.9194732308387756
11,4437,0,7,6.558671951293945,0.7940959930419922,0.8009653091430664
12,4370,6,7,6.547841548919678,0.7925487756729126,0.8092870712280273
13,4330,7,7,6.460626125335693,0.7800894379615784,0.7904220223426819
14,3493,7,7,6.43616247177124,0.7765946388244629,0.8139244318008423
15,3651,7,7,6.4319167137146,0.7759881019592285,0.7869116067886353
16,4925,1,7,6.407843112945557,0.772549033164978,0.7916972041130066
17,3701,0,7,6.397545337677002,0.7710779309272766,0.7780308127403259
18,4394,0,7,6.34982967376709,0.7642613649368286,0.7623107433319092
19,5150,7,7,6.277393341064453,0.7539133429527283,0.739219605922699
20,5028,0,7,6.21970272064209,0.745671808719635,0.7321017980575562
