rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,5170,3300,4627,0.8445020318031311,1.0,6.9115142822265625,5,7,35
2,2930,3244,3300,0.8445020318031311,1.0,6.9115142822265625,5,7,35
3,3636,3335,3804,0.8362603783607483,1.0,6.853822708129883,5,7,35
4,3173,3335,3861,0.8362603783607483,1.0,6.853822708129883,5,7,35
5,2174,3335,3866,0.8362603783607483,1.0,6.853822708129883,5,7,35
6,2177,3335,4325,0.8362603783607483,1.0,6.853822708129883,5,7,35
7,2115,3116,3335,0.8362603783607483,1.0,6.853822708129883,5,7,35
8,2148,3208,3862,0.8329544067382812,1.0,6.830680847167969,5,7,35
9,3297,3208,3873,0.8329544067382812,1.0,6.830680847167969,5,7,35
10,1288,3475,3491,0.8225612044334412,1.0,6.757928371429443,5,7,35
11,4053,4357,4562,0.7977737188339233,1.0,6.584415912628174,5,7,35
12,4347,4357,4589,0.7977737188339233,1.0,6.584415912628174,5,7,35
13,4345,3652,4357,0.7977737188339233,1.0,6.584415912628174,5,7,35
14,4055,4357,4563,0.7977737188339233,1.0,6.584415912628174,5,7,35
15,4647,3100,4199,0.7912386655807495,1.0,6.538670539855957,5,7,35
16,1002,3100,3685,0.7912386655807495,1.0,6.538670539855957,5,7,35
17,999,3100,3684,0.7912386655807495,1.0,6.538670539855957,5,7,35
18,1069,3100,3698,0.7912386655807495,1.0,6.538670539855957,5,7,35
19,1082,3100,4381,0.7912386655807495,1.0,6.538670539855957,5,7,35
20,1001,3100,3771,0.7912386655807495,1.0,6.538670539855957,5,7,35
