risk_source,customer_set,beta,lambda_concentration,runs,common_global_risk_mean,common_global_risk_std,common_global_cvar90_mean,common_global_cvar90_std,common_max_vehicle_risk_mean,common_max_vehicle_risk_std,common_max_vehicle_cvar90_mean,common_max_vehicle_cvar90_std,common_vehicle_risk_gini_mean,common_vehicle_risk_gini_std,common_edge_burden_gini_used_mean,common_edge_burden_gini_used_std,common_top10_burden_share_mean,common_top10_burden_share_std,common_max_edge_burden_mean,common_max_edge_burden_std
A_GCN_seed0,A,1.0,0.0,10,3.096481229512281,0.17755932781214442,0.06773440901125914,0.008214683228104312,0.941033676945891,0.082850687409857,0.10254919974269508,0.013999226581374105,0.20160614933267587,0.04792090551683986,0.7466954453187494,0.011141020618302657,0.743755046756698,0.014424496812047776,0.5313090438090153,0.0
A_GCN_seed0,A,1.0,1.0,10,2.80372266853802,0.2011805118992947,0.053205194720788454,0.0049004498072034155,0.83863515433964,0.1146101047942823,0.0996677286593596,0.020495699828576058,0.2363907274557892,0.05515498569367948,0.7258618342483361,0.01764797347473992,0.7146606884486023,0.02159420312222195,0.5313090438090153,0.0
A_GCN_seed1,A,1.0,0.0,10,3.215265478128038,0.22512822968176777,0.08262961862931019,0.014522244094988325,0.8940753460372498,0.016136672831361856,0.12273498850811142,0.010004548424952646,0.195057504445062,0.05997907501430016,0.7511113381687724,0.016712914168580964,0.7527224664819469,0.02180740275620155,0.5313090438090153,0.0
A_GCN_seed1,A,1.0,1.0,10,2.4404183293594484,0.1987799928405327,0.04558863727651391,0.007537146875325741,0.8203825379993717,0.08576985953631909,0.0930422958939773,0.020673661437110646,0.2551384282123898,0.04927739553540791,0.6883968243121038,0.02261426247272441,0.6696577685366464,0.02784552447206526,0.5313090438090153,0.0
A_GCN_seed2,A,1.0,0.0,10,3.1744532774341003,0.14968931082243422,0.08526956333689335,0.005043233030908545,1.1217591843610335,0.20443078978750437,0.13705544251819413,0.02699235599932713,0.2552354331714938,0.07314880176627198,0.7501321774773675,0.007971839602548889,0.7492872810234358,0.009989875643081764,0.5313090438090153,0.0
A_GCN_seed2,A,1.0,1.0,10,2.8160472985339604,0.1703566020649617,0.057254034026056354,0.006553595070992849,0.9407795587764272,0.13733569595927136,0.09871138689056065,0.021706944102142883,0.2633597914537815,0.05023087207016904,0.7281302459091503,0.015078594882618621,0.7188942148938025,0.01863209794238558,0.5313090438090153,0.0
A_GCN_seed3,A,1.0,0.0,10,3.0861673175659123,0.19639027039164414,0.07213341354084643,0.010611524005807232,0.9383827421091944,0.11902211486582127,0.1037179904576492,0.012705230380454168,0.20869764181735811,0.07680076856919012,0.7448855462115811,0.0142773423628781,0.7426594043141247,0.017799458344318,0.5313090438090153,0.0
A_GCN_seed3,A,1.0,1.0,10,2.6545566678164523,0.21100632650867956,0.04948577952192677,0.005131321722601262,0.7848114477617101,0.11711368116068128,0.08225814810279022,0.014660061795425257,0.23790813060303587,0.058792366896208835,0.710926853763012,0.020040604258659108,0.6963549285307218,0.02494495023152225,0.5313090438090153,0.0
A_GCN_seed4,A,1.0,0.0,10,3.036974250481823,0.12035910990201051,0.07838073703872608,0.0094630062396995,1.116347188727091,0.2062411357462383,0.13026066351256008,0.03124140943468948,0.28386804029310725,0.06869827186558514,0.741955577065605,0.007398568265101627,0.7394326207325298,0.010010758014311696,0.5313090438090153,0.0
A_GCN_seed4,A,1.0,1.0,10,2.783909232646301,0.1570443837095045,0.053648095017019934,0.008555265576652234,0.7927836820144274,0.05452431866486991,0.10150519196081875,0.01448275497178738,0.22565330514236645,0.05664010629293377,0.721499404398928,0.012900064149288995,0.7105408269273814,0.01581299527230763,0.5313090438090153,0.0
A_GCN_seed5,A,1.0,0.0,10,3.239777417131016,0.20578637848617537,0.08497315816336805,0.005006532171796488,1.1716223404580124,0.20336608492109906,0.13953355304273302,0.029770223869737086,0.2715246096245295,0.058498288674876844,0.7547271211447867,0.01108038660620478,0.7553493858118765,0.014356729494299907,0.5313090438090153,0.0
A_GCN_seed5,A,1.0,1.0,10,2.7624027769817205,0.10037602302046687,0.04997710984714819,0.002791259685911541,0.9183470390378787,0.08057140604101819,0.09737946853959642,0.007335747949420463,0.28234715497048557,0.032819493684120876,0.724582337115331,0.010886784164525794,0.7134236402078433,0.012520408940817147,0.5313090438090153,0.0
A_GCN_seed6,A,1.0,0.0,10,3.1158776585096897,0.10161454800308242,0.07992823309293504,0.009650880228081986,1.1057127000464861,0.19182749481964673,0.1366403124050107,0.020130796612243568,0.2842970454381607,0.07617309784746984,0.7488395840164814,0.006238988899458006,0.7466931390522398,0.008234824713884398,0.5313090438090153,0.0
A_GCN_seed6,A,1.0,1.0,10,2.7442174359207314,0.2561202401754606,0.05695301356315043,0.01273372634590318,0.8967135475416168,0.12728489287995207,0.09194651843231713,0.020398911120220985,0.24914705844698132,0.06554182296422643,0.7188348771573105,0.023518223793498598,0.7083885012334801,0.029299076317511226,0.5313090438090153,0.0
A_GCN_seed7,A,1.0,0.0,10,3.11522759189524,0.14249977397752006,0.07565281446151426,0.008367025336509912,1.0169572353274914,0.14068285506826267,0.1217565599424019,0.020673132712190224,0.22826732872010239,0.048257542647818855,0.746232954975549,0.008945366493822857,0.7432145988292348,0.011656238934201733,0.5313090438090153,0.0
A_GCN_seed7,A,1.0,1.0,10,2.2916640271744897,0.19649587867785198,0.0397172946993237,0.005742404277804826,0.7457265731828945,0.012408337943466399,0.08080835508137857,0.01575571325479364,0.2653700759853113,0.04897306535131315,0.672951871424649,0.023402546036532332,0.6507573959271346,0.02766156952453512,0.5313090438090153,0.0
A_GCN_seed8,A,1.0,0.0,10,3.2137326739867262,0.11899481319556285,0.08425092186138379,0.005582018501558001,1.2399704327135617,0.15486902852939546,0.14745686180277412,0.02487847048872989,0.29272824093874006,0.07027424698889327,0.7530663398346835,0.005134142498151871,0.7540179609901945,0.006972737525318999,0.5313090438090153,0.0
A_GCN_seed8,A,1.0,1.0,10,2.504306407397,0.2857741195140592,0.045890601044568324,0.011814208549648255,0.7925764415970006,0.09586460262365336,0.10258465500397544,0.013708716038264908,0.25773524170577283,0.050551731435669246,0.6941875174456351,0.030921537440739617,0.6763715655897854,0.03831432105936016,0.5313090438090153,0.0
A_GCN_seed9,A,1.0,0.0,10,3.1465695868104575,0.22753611641935723,0.0820797558466107,0.010936657787371731,1.040188299184728,0.181338305813329,0.12786433938570388,0.024061937547008524,0.26817296508463445,0.07479810716895183,0.7462484867053342,0.01438694117059765,0.7452948967837217,0.01826382993447009,0.5313090438090153,0.0
A_GCN_seed9,A,1.0,1.0,10,2.851954998941422,0.18846386012693397,0.057486986924357844,0.0075158177250948715,0.8866986564887258,0.1302928621088155,0.09851169188622824,0.012128457708615873,0.24800191129189578,0.056814218958266924,0.7310114501784136,0.013717186229330058,0.7211890182360271,0.017684268632259276,0.5313090438090153,0.0
A_Stable-Tail-GNN_seed0,A,1.0,0.0,10,3.1032603155499645,0.1529720665799384,0.07341564573821906,0.004580165573182323,0.8953588662199892,0.07701332093515952,0.11194537492155554,0.01802388861818413,0.20258539406588988,0.032334128340888446,0.74651646889124,0.009174021202895398,0.7450257265239122,0.01205078314480157,0.5313090438090153,0.0
A_Stable-Tail-GNN_seed0,A,1.0,0.5,10,2.856405511288919,0.2334331164626667,0.062415788815575635,0.01372619747686574,0.8993865843193734,0.1304649927701375,0.10381609383867249,0.017965121555341378,0.24774834050228436,0.06163716004940507,0.7285315452000338,0.018198160232282504,0.7214532387173944,0.0227740356727565,0.5313090438090153,0.0
A_Stable-Tail-GNN_seed0,A,1.0,1.0,10,2.4555281751762017,0.06693860728076864,0.047306339299502745,0.006683232310204452,0.8738403048646017,0.04545213071390904,0.11581206105653881,0.007599378739484318,0.2650837308171413,0.014377721976931646,0.6870262083386851,0.009833757181944564,0.6666121552026981,0.011986977882353667,0.5313090438090153,0.0
A_Stable-Tail-GNN_seed0,A,1.0,2.0,10,2.2711501321676293,0.0114623786699224,0.03768155822802735,0.0012627071515125669,0.779475094027269,0.04877625226111546,0.08013031747139049,0.017460343827710844,0.2795457471925335,0.008839048623857686,0.6669398193983067,0.0033654044140003793,0.6412890444384176,0.0032285097158543047,0.5313090438090153,0.0
A_Stable-Tail-GNN_seed1,A,1.0,0.0,10,3.2164388634653207,0.14901921169088853,0.08184947477832097,0.010536446101150523,1.0878216720969416,0.17184263142249714,0.14235923980476725,0.021794099775176403,0.24987550010589912,0.08194516976985222,0.7566361444442737,0.007035423341808084,0.7574327735004295,0.010272594878775394,0.5313090438090153,0.0
A_Stable-Tail-GNN_seed1,A,1.0,0.5,10,2.8525746276675945,0.19919801903429146,0.05890846651954672,0.013557760041417139,0.902555447690639,0.08121470062086995,0.0979728806225562,0.009596541276106233,0.25078385443511764,0.06634344319079485,0.7340184063785712,0.012146724212683245,0.7279964073277652,0.016743978342061146,0.5313090438090153,0.0
A_Stable-Tail-GNN_seed1,A,1.0,1.0,10,2.764525868887811,0.01211815379737137,0.051803990684456944,0.0058947461228574345,0.9599360850317249,0.002538854506573517,0.09531349520162793,0.0,0.28362844023959277,0.0015344046674566326,0.729744902088824,0.0011973689520768246,0.7202347477230973,0.0022103573053781542,0.5313090438090153,0.0
