P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,784,226,133,34,54,45,45
2,1,714,226,104,49,54,131,42
3,0,713,222,121,45,61,118,40
4,0,631,239,133,62,55,118,83
5,0,686,235,154,45,31,112,57
