P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,657,549,177,65,23,51,8
2,0,754,346,136,132,36,66,59
3,0,640,380,198,145,52,79,36
4,0,631,385,176,124,70,70,73
5,0,624,444,177,67,70,104,43
