method,runs,hop_mean,hop_std,mean_risk_mean,mean_risk_std,max_risk_mean,max_risk_std,cvar80_mean,cvar80_std,cvar90_mean,cvar90_std,re_mean,re_std,hhi_mean,hhi_std,gini_mean,gini_std,total_risk_mean,total_risk_std,hop_increase_pct_mean,hop_increase_pct_std,risk_reduction_pct_mean,risk_reduction_pct_std,cvar90_reduction_pct_mean,cvar90_reduction_pct_std,total_risk_mean_baseline,total_risk_mean_method,total_risk_aggregate_reduction,total_risk_mean_per_od_reduction,total_risk_median_per_od_reduction,max_risk_mean_baseline,max_risk_mean_method,max_risk_aggregate_reduction,max_risk_mean_per_od_reduction,max_risk_median_per_od_reduction,cvar80_mean_baseline,cvar80_mean_method,cvar80_aggregate_reduction,cvar80_mean_per_od_reduction,cvar80_median_per_od_reduction,cvar90_mean_baseline,cvar90_mean_method,cvar90_aggregate_reduction,cvar90_mean_per_od_reduction,cvar90_median_per_od_reduction,re_mean_baseline,re_mean_method,re_aggregate_reduction,re_mean_per_od_reduction,re_median_per_od_reduction,gini_mean_baseline,gini_mean_method,gini_aggregate_reduction,gini_mean_per_od_reduction,gini_median_per_od_reduction,path_overlap_with_cvar,selected_path_changed_rate,risk_mode,cvar_alpha,lambda_re,re_threshold,run_name,risk_dir
CVaR+Concentration,90,9.266666666666667,2.823656088808474,0.002128576317256494,0.008616974107049065,0.018640060019161967,0.06463613362188789,0.003887897169558864,0.023887368607593995,0.00961072467989222,0.04819088899182284,0.0019286481472090386,0.0078653773594816,0.0833845815538867,0.2729132193984343,0.07928079348983304,0.2559668242880166,0.020866545165578523,0.07506076144921868,0.0647872497872408,0.10749491054022496,0.4776717100638904,0.4878204103756137,0.48411131043302397,0.4961832685824978,0.24741943606899844,0.020866545165578523,0.915663274082174,0.4776717100638904,0.27776883178733414,0.18777558522091972,0.018640060019161967,0.9007322490933393,0.46213304814625883,0.027768831787814047,0.07848856767843584,0.003887897169558864,0.9504654335592174,0.49350251099750664,0.45389901939794697,0.1631591146741023,0.00961072467989222,0.9410959988350636,0.48411131043302397,0.10041978073831814,0.029323802087237703,0.0019286481472090386,0.9342292605029328,0.48833697968586076,0.47222222221412213,0.43475390933673075,0.07928079348983304,0.8176421377979027,0.4208431919022519,0.0,1.0,0.0,raw,0.8,0.0,mean,od_modes_2021_k50_p30_cached_raw_a0p8_l0_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_raw
CVaR-risk,90,9.266666666666667,2.823656088808474,0.002128576317256494,0.008616974107049065,0.018640060019161967,0.06463613362188789,0.003887897169558864,0.023887368607593995,0.00961072467989222,0.04819088899182284,0.0019286481472090386,0.0078653773594816,0.0833845815538867,0.2729132193984343,0.07928079348983304,0.2559668242880166,0.020866545165578523,0.07506076144921868,0.0647872497872408,0.10749491054022496,0.4776717100638904,0.4878204103756137,0.48411131043302397,0.4961832685824978,0.24741943606899844,0.020866545165578523,0.915663274082174,0.4776717100638904,0.27776883178733414,0.18777558522091972,0.018640060019161967,0.9007322490933393,0.46213304814625883,0.027768831787814047,0.07848856767843584,0.003887897169558864,0.9504654335592174,0.49350251099750664,0.45389901939794697,0.1631591146741023,0.00961072467989222,0.9410959988350636,0.48411131043302397,0.10041978073831814,0.029323802087237703,0.0019286481472090386,0.9342292605029328,0.48833697968586076,0.47222222221412213,0.43475390933673075,0.07928079348983304,0.8176421377979027,0.4208431919022519,0.0,1.0,0.0,raw,0.8,0.0,mean,od_modes_2021_k50_p30_cached_raw_a0p8_l0_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_raw
Hop-shortest,90,8.755555555555556,2.736811525907397,0.03125779286403109,0.04328155548779834,0.18777558522091972,0.22073780687350292,0.07848856767843584,0.1409640037250155,0.1631591146741023,0.218708490291114,0.029323802087237703,0.0411235012049285,0.4184141582840621,0.44171796379649664,0.43475390933673075,0.4226969373253435,0.24741943606899844,0.3072851755831189,0.0,0.0,0.0,0.0,0.0,0.0,0.24741943606899844,0.24741943606899844,0.0,0.0,0.0,0.18777558522091972,0.18777558522091972,0.0,0.0,0.0,0.07848856767843584,0.07848856767843584,0.0,0.0,0.0,0.1631591146741023,0.1631591146741023,0.0,0.0,0.0,0.029323802087237703,0.029323802087237703,0.0,0.0,0.0,0.43475390933673075,0.43475390933673075,0.0,0.0,0.0,0.4777777777777778,0.5222222222222221,raw,0.8,0.0,mean,od_modes_2021_k50_p30_cached_raw_a0p8_l0_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_raw
Mean-risk-floor,90,9.311111111111112,2.943835472795039,0.0005463310413890414,0.005182951341723276,0.0032779862483342487,0.031097708050339654,0.0005463310413890414,0.005182951341723276,0.0032779862483342487,0.031097708050339654,0.0005083278112949174,0.0048224210451006146,0.011111111111035788,0.10540925533823142,0.009259259259259259,0.08784104611578829,0.0032779862483342487,0.031097708050339654,0.0675034225034134,0.11582714424010206,0.5111111111095757,0.5026769786030173,0.5111111111040186,0.5026769785975517,0.24741943606899844,0.0032779862483342487,0.9867512985180078,0.5111111111095757,0.999999999989417,0.18777558522091972,0.0032779862483342487,0.98254306466168,0.5111111111093022,0.999999999989417,0.07848856767843584,0.0005463310413890414,0.9930393551756431,0.5111111110980406,0.9999999998870966,0.1631591146741023,0.0032779862483342487,0.9799092667555735,0.5111111111040186,0.9999999998929119,0.029323802087237703,0.0005083278112949174,0.9826650101250406,0.51111111109436,0.9999999998566578,0.43475390933673075,0.009259259259259259,0.9787022978715383,0.5111111111104891,0.9999999999982276,0.7555555555555555,0.24444444444444446,raw,0.8,0.0,mean,od_modes_2021_k50_p30_cached_raw_a0p8_l0_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_raw
Mean-risk-raw,90,9.411111111111111,2.9294876050198684,0.0005463310413890414,0.005182951341723276,0.0032779862483342487,0.031097708050339654,0.0005463310413890414,0.005182951341723276,0.0032779862483342487,0.031097708050339654,0.0005083278112949174,0.0048224210451006146,0.011111111111035788,0.10540925533823142,0.009259259259259259,0.08784104611578829,0.0032779862483342487,0.031097708050339654,0.08058182558181463,0.1193087162099968,0.5111111111095757,0.5026769786030173,0.5111111111040186,0.5026769785975517,0.24741943606899844,0.0032779862483342487,0.9867512985180078,0.5111111111095757,0.999999999989417,0.18777558522091972,0.0032779862483342487,0.98254306466168,0.5111111111093022,0.999999999989417,0.07848856767843584,0.0005463310413890414,0.9930393551756431,0.5111111110980406,0.9999999998870966,0.1631591146741023,0.0032779862483342487,0.9799092667555735,0.5111111111040186,0.9999999998929119,0.029323802087237703,0.0005083278112949174,0.9826650101250406,0.51111111109436,0.9999999998566578,0.43475390933673075,0.009259259259259259,0.9787022978715383,0.5111111111104891,0.9999999999982276,0.6777777777777778,0.3222222222222222,raw,0.8,0.0,mean,od_modes_2021_k50_p30_cached_raw_a0p8_l0_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_raw
CVaR+Concentration,90,9.266666666666667,2.823656088808474,0.002128576317256494,0.008616974107049065,0.018640060019161967,0.06463613362188789,0.003887897169558864,0.023887368607593995,0.00961072467989222,0.04819088899182284,0.002128576317256494,0.008616974107049065,0.0833845815538867,0.2729132193984343,0.07928079348983304,0.2559668242880166,0.020866545165578523,0.07506076144921868,0.0647872497872408,0.10749491054022496,0.4776717100638904,0.4878204103756137,0.48411131043302397,0.4961832685824978,0.24741943606899844,0.020866545165578523,0.915663274082174,0.4776717100638904,0.27776883178733414,0.18777558522091972,0.018640060019161967,0.9007322490933393,0.46213304814625883,0.027768831787814047,0.07848856767843584,0.003887897169558864,0.9504654335592174,0.49350251099750664,0.45389901939794697,0.1631591146741023,0.00961072467989222,0.9410959988350636,0.48411131043302397,0.10041978073831814,0.03125779286403109,0.002128576317256494,0.931902539394015,0.48705449656705213,0.471324533264198,0.43475390933673075,0.07928079348983304,0.8176421377979027,0.4208431919022519,0.0,1.0,0.0,raw,0.8,0.0,p75,od_modes_2021_k50_p30_cached_raw_a0p8_l0_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_raw
CVaR-risk,90,9.266666666666667,2.823656088808474,0.002128576317256494,0.008616974107049065,0.018640060019161967,0.06463613362188789,0.003887897169558864,0.023887368607593995,0.00961072467989222,0.04819088899182284,0.002128576317256494,0.008616974107049065,0.0833845815538867,0.2729132193984343,0.07928079348983304,0.2559668242880166,0.020866545165578523,0.07506076144921868,0.0647872497872408,0.10749491054022496,0.4776717100638904,0.4878204103756137,0.48411131043302397,0.4961832685824978,0.24741943606899844,0.020866545165578523,0.915663274082174,0.4776717100638904,0.27776883178733414,0.18777558522091972,0.018640060019161967,0.9007322490933393,0.46213304814625883,0.027768831787814047,0.07848856767843584,0.003887897169558864,0.9504654335592174,0.49350251099750664,0.45389901939794697,0.1631591146741023,0.00961072467989222,0.9410959988350636,0.48411131043302397,0.10041978073831814,0.03125779286403109,0.002128576317256494,0.931902539394015,0.48705449656705213,0.471324533264198,0.43475390933673075,0.07928079348983304,0.8176421377979027,0.4208431919022519,0.0,1.0,0.0,raw,0.8,0.0,p75,od_modes_2021_k50_p30_cached_raw_a0p8_l0_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_raw
Hop-shortest,90,8.755555555555556,2.736811525907397,0.03125779286403109,0.04328155548779834,0.18777558522091972,0.22073780687350292,0.07848856767843584,0.1409640037250155,0.1631591146741023,0.218708490291114,0.03125779286403109,0.04328155548779834,0.4184141582840621,0.44171796379649664,0.43475390933673075,0.4226969373253435,0.24741943606899844,0.3072851755831189,0.0,0.0,0.0,0.0,0.0,0.0,0.24741943606899844,0.24741943606899844,0.0,0.0,0.0,0.18777558522091972,0.18777558522091972,0.0,0.0,0.0,0.07848856767843584,0.07848856767843584,0.0,0.0,0.0,0.1631591146741023,0.1631591146741023,0.0,0.0,0.0,0.03125779286403109,0.03125779286403109,0.0,0.0,0.0,0.43475390933673075,0.43475390933673075,0.0,0.0,0.0,0.4777777777777778,0.5222222222222221,raw,0.8,0.0,p75,od_modes_2021_k50_p30_cached_raw_a0p8_l0_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_raw
Mean-risk-floor,90,9.311111111111112,2.943835472795039,0.0005463310413890414,0.005182951341723276,0.0032779862483342487,0.031097708050339654,0.0005463310413890414,0.005182951341723276,0.0032779862483342487,0.031097708050339654,0.0005463310413890414,0.005182951341723276,0.011111111111035788,0.10540925533823142,0.009259259259259259,0.08784104611578829,0.0032779862483342487,0.031097708050339654,0.0675034225034134,0.11582714424010206,0.5111111111095757,0.5026769786030173,0.5111111111040186,0.5026769785975517,0.24741943606899844,0.0032779862483342487,0.9867512985180078,0.5111111111095757,0.999999999989417,0.18777558522091972,0.0032779862483342487,0.98254306466168,0.5111111111093022,0.999999999989417,0.07848856767843584,0.0005463310413890414,0.9930393551756431,0.5111111110980406,0.9999999998870966,0.1631591146741023,0.0032779862483342487,0.9799092667555735,0.5111111111040186,0.9999999998929119,0.03125779286403109,0.0005463310413890414,0.9825217652203385,0.5111111110962218,0.9999999998870966,0.43475390933673075,0.009259259259259259,0.9787022978715383,0.5111111111104891,0.9999999999982276,0.7555555555555555,0.24444444444444446,raw,0.8,0.0,p75,od_modes_2021_k50_p30_cached_raw_a0p8_l0_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_raw
Mean-risk-raw,90,9.411111111111111,2.9294876050198684,0.0005463310413890414,0.005182951341723276,0.0032779862483342487,0.031097708050339654,0.0005463310413890414,0.005182951341723276,0.0032779862483342487,0.031097708050339654,0.0005463310413890414,0.005182951341723276,0.011111111111035788,0.10540925533823142,0.009259259259259259,0.08784104611578829,0.0032779862483342487,0.031097708050339654,0.08058182558181463,0.1193087162099968,0.5111111111095757,0.5026769786030173,0.5111111111040186,0.5026769785975517,0.24741943606899844,0.0032779862483342487,0.9867512985180078,0.5111111111095757,0.999999999989417,0.18777558522091972,0.0032779862483342487,0.98254306466168,0.5111111111093022,0.999999999989417,0.07848856767843584,0.0005463310413890414,0.9930393551756431,0.5111111110980406,0.9999999998870966,0.1631591146741023,0.0032779862483342487,0.9799092667555735,0.5111111111040186,0.9999999998929119,0.03125779286403109,0.0005463310413890414,0.9825217652203385,0.5111111110962218,0.9999999998870966,0.43475390933673075,0.009259259259259259,0.9787022978715383,0.5111111111104891,0.9999999999982276,0.6777777777777778,0.3222222222222222,raw,0.8,0.0,p75,od_modes_2021_k50_p30_cached_raw_a0p8_l0_p75,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_raw
CVaR+Concentration,90,9.266666666666667,2.823656088808474,0.002128576317256494,0.008616974107049065,0.018640060019161967,0.06463613362188789,0.003887897169558864,0.023887368607593995,0.00961072467989222,0.04819088899182284,0.0019286481472090386,0.0078653773594816,0.0833845815538867,0.2729132193984343,0.07928079348983304,0.2559668242880166,0.020866545165578523,0.07506076144921868,0.0647872497872408,0.10749491054022496,0.4776717100638904,0.4878204103756137,0.48411131043302397,0.4961832685824978,0.24741943606899844,0.020866545165578523,0.915663274082174,0.4776717100638904,0.27776883178733414,0.18777558522091972,0.018640060019161967,0.9007322490933393,0.46213304814625883,0.027768831787814047,0.07848856767843584,0.003887897169558864,0.9504654335592174,0.49350251099750664,0.45389901939794697,0.1631591146741023,0.00961072467989222,0.9410959988350636,0.48411131043302397,0.10041978073831814,0.029323802087237703,0.0019286481472090386,0.9342292605029328,0.48833697968586076,0.47222222221412213,0.43475390933673075,0.07928079348983304,0.8176421377979027,0.4208431919022519,0.0,1.0,0.0,raw,0.8,1.0,mean,od_modes_2021_k50_p30_cached_raw_a0p8_l1_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_raw
CVaR-risk,90,9.266666666666667,2.823656088808474,0.002128576317256494,0.008616974107049065,0.018640060019161967,0.06463613362188789,0.003887897169558864,0.023887368607593995,0.00961072467989222,0.04819088899182284,0.0019286481472090386,0.0078653773594816,0.0833845815538867,0.2729132193984343,0.07928079348983304,0.2559668242880166,0.020866545165578523,0.07506076144921868,0.0647872497872408,0.10749491054022496,0.4776717100638904,0.4878204103756137,0.48411131043302397,0.4961832685824978,0.24741943606899844,0.020866545165578523,0.915663274082174,0.4776717100638904,0.27776883178733414,0.18777558522091972,0.018640060019161967,0.9007322490933393,0.46213304814625883,0.027768831787814047,0.07848856767843584,0.003887897169558864,0.9504654335592174,0.49350251099750664,0.45389901939794697,0.1631591146741023,0.00961072467989222,0.9410959988350636,0.48411131043302397,0.10041978073831814,0.029323802087237703,0.0019286481472090386,0.9342292605029328,0.48833697968586076,0.47222222221412213,0.43475390933673075,0.07928079348983304,0.8176421377979027,0.4208431919022519,0.0,1.0,0.0,raw,0.8,1.0,mean,od_modes_2021_k50_p30_cached_raw_a0p8_l1_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_raw
Hop-shortest,90,8.755555555555556,2.736811525907397,0.03125779286403109,0.04328155548779834,0.18777558522091972,0.22073780687350292,0.07848856767843584,0.1409640037250155,0.1631591146741023,0.218708490291114,0.029323802087237703,0.0411235012049285,0.4184141582840621,0.44171796379649664,0.43475390933673075,0.4226969373253435,0.24741943606899844,0.3072851755831189,0.0,0.0,0.0,0.0,0.0,0.0,0.24741943606899844,0.24741943606899844,0.0,0.0,0.0,0.18777558522091972,0.18777558522091972,0.0,0.0,0.0,0.07848856767843584,0.07848856767843584,0.0,0.0,0.0,0.1631591146741023,0.1631591146741023,0.0,0.0,0.0,0.029323802087237703,0.029323802087237703,0.0,0.0,0.0,0.43475390933673075,0.43475390933673075,0.0,0.0,0.0,0.4777777777777778,0.5222222222222221,raw,0.8,1.0,mean,od_modes_2021_k50_p30_cached_raw_a0p8_l1_mean,D:\PyVRP-main\hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs20_raw
