rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,5656,3520,4068,1.0,1.0,4.917755603790283,5,5,25
2,756,3646,4176,1.0,1.0,3.818087577819824,5,4,20
3,2129,3154,3526,1.0,1.0,4.1089277267456055,5,5,25
4,2136,3526,4079,1.0,1.0,4.1089277267456055,5,5,25
5,3636,3335,3804,1.0,1.0,6.96438455581665,5,7,35
6,3552,3999,4258,1.0,1.0,5.253853797912598,5,6,30
7,6542,3514,4282,1.0,1.0,4.951671600341797,5,5,25
8,6547,3514,4695,1.0,1.0,4.951671600341797,5,5,25
9,3724,3448,4271,1.0,1.0,5.312648296356201,5,6,30
10,5682,3660,4655,1.0,1.0,5.2467851638793945,5,6,30
11,4232,3225,4086,1.0,1.0,6.65703010559082,5,7,35
12,1604,3720,3798,1.0,1.0,3.9311962127685547,5,4,20
13,1610,3720,4094,1.0,1.0,3.9311962127685547,5,4,20
14,793,3639,3646,1.0,1.0,3.818087577819824,5,4,20
15,2174,3335,3866,1.0,1.0,6.96438455581665,5,7,35
16,2177,3335,4325,1.0,1.0,6.96438455581665,5,7,35
17,5550,3368,4132,1.0,1.0,5.5686354637146,5,6,30
18,3567,4010,4132,1.0,1.0,5.5686354637146,5,6,30
19,3297,3208,3873,1.0,1.0,6.9097394943237305,5,7,35
20,237,3487,3488,1.0,1.0,6.009023666381836,5,7,35
