P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,71,161,597,345,59,83,5
2,0,83,246,403,310,111,163,5
3,0,78,229,433,349,136,93,2
4,0,69,218,467,282,139,146,0
5,0,139,259,441,246,116,110,9
