P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,1006,210,132,51,28,42,61
2,0,818,233,137,98,64,57,122
3,0,770,272,200,79,47,76,86
4,0,723,301,223,78,32,85,87
5,0,774,298,177,45,54,77,104
