model,customer_set,beta,lambda_concentration,model_seeds,cost_increase_pct_mean,cost_increase_pct_std,common_risk_reduction_pct_mean,common_risk_reduction_pct_std,common_global_risk_mean,common_global_risk_std,common_global_cvar90_mean,common_global_cvar90_std,common_max_vehicle_risk_mean,common_max_vehicle_risk_std,common_edge_burden_gini_used_mean,common_edge_burden_gini_used_std,common_top10_burden_share_mean,common_top10_burden_share_std
Stable-Tail-eta0.3,A,0.0,0.0,10,0.0,0.0,0.0,0.0,7.959816901084077,1.8724445165742407e-15,0.23567049580945837,5.851389114294502e-17,2.428080332212452,0.0,0.8524898232201188,0.0,0.8837653227641111,0.0
Stable-Tail-eta0.3,A,1.0,0.0,10,0.16861784734789828,0.017549588409362174,0.5947861189800319,0.014131967599387365,3.22542829869602,0.11248787454319,0.08201885933235695,0.005624692478912231,1.0747517468118668,0.0748167599610699,0.7534175696780988,0.005303179301814318,0.7543883405189276,0.0073868512301060825
Stable-Tail-eta0.3,A,2.0,0.0,10,0.26063911640142534,0.02958677363669629,0.6514000967623502,0.020899037177798292,2.7747914015066657,0.1663525093442442,0.05585974812536589,0.007125272221588039,0.905237925555687,0.041624492012663175,0.7224600811986864,0.013376991417614047,0.7126901521093317,0.017203271233124897
Stable-Tail-eta0.3,B,0.0,0.0,10,0.0,0.0,0.0,0.0,8.39809784146732,0.0,0.25918567434636797,0.0,2.7736311395548943,0.0,0.8477540592052198,0.0,0.8813086851131514,0.0
Stable-Tail-eta0.3,B,1.0,0.0,10,0.1959994793189438,0.01685800957307291,0.5221768365066655,0.02780134848413815,4.012805677935939,0.23347844469454912,0.09286759989192774,0.005963127370283234,1.3527508370568166,0.1406949153304695,0.777410063709107,0.008394804526662877,0.7815190124523756,0.012115629217139313
Stable-Tail-eta0.3,B,2.0,0.0,10,0.3002957114009388,0.03250588807365971,0.5911268884309715,0.022725054154576343,3.4337563957012933,0.19084722824279862,0.07938539992801893,0.004866792165414987,1.1609062072365757,0.06742133096449429,0.751917111496784,0.007951614609314787,0.7452558028321025,0.011573971044152108
Stable-Tail-eta0.5,A,0.0,0.0,10,0.0,0.0,0.0,0.0,7.959816901084077,1.8724445165742407e-15,0.23567049580945837,5.851389114294502e-17,2.428080332212452,0.0,0.8524898232201188,0.0,0.8837653227641111,0.0
Stable-Tail-eta0.5,A,1.0,0.0,10,0.17359823877311142,0.017736968933962628,0.5936777258988094,0.020606404628918933,3.23425090467698,0.16402320783586666,0.08240685601728308,0.0043203553701109225,1.0614586513464128,0.12138128128515645,0.7532709308567715,0.008231982153542067,0.7541728839461119,0.011756853038126697
Stable-Tail-eta0.5,A,2.0,0.0,10,0.2668012462919084,0.03087755100249988,0.6600741140110724,0.023593755828748005,2.705747812409984,0.1878019764057429,0.05215540667060643,0.007373498921757325,0.8989819785074928,0.05467056430733462,0.7158628618997513,0.017519641333733266,0.7041473368511839,0.021857631824264707
Stable-Tail-eta0.5,B,0.0,0.0,10,0.0,0.0,0.0,0.0,8.39809784146732,0.0,0.25918567434636797,0.0,2.7736311395548943,0.0,0.8477540592052198,0.0,0.8813086851131514,0.0
Stable-Tail-eta0.5,B,1.0,0.0,10,0.19937122991817,0.017886633514910318,0.5270000936134278,0.022093048360295457,3.972299492838789,0.1855395817460526,0.0922378067411444,0.004675962903993809,1.329268037553305,0.10625160853984347,0.7761505815565242,0.007172057752395006,0.7794331350045638,0.009399741709814618
Stable-Tail-eta0.5,B,2.0,0.0,10,0.30712106311622167,0.034205165686414095,0.59304058124431,0.021635929578619765,3.4176850162163626,0.18170065349236716,0.07841423287761637,0.004576388812094681,1.1525705928301546,0.06641539858826533,0.7504647439446306,0.00869620250463962,0.7433955479154701,0.011935845153691513
Stable-Tail-eta0.7,A,0.0,0.0,10,0.0,0.0,0.0,0.0,7.959816901084077,1.8724445165742407e-15,0.23567049580945837,5.851389114294502e-17,2.428080332212452,0.0,0.8524898232201188,0.0,0.8837653227641111,0.0
Stable-Tail-eta0.7,A,1.0,0.0,10,0.1788585607940447,0.018460110778304888,0.6042393939173141,0.020014312032629017,3.150181961079636,0.1593102591809108,0.076158261951696,0.0092489497211143,1.061986363850831,0.10468265605969197,0.7490306984104215,0.00973745500175871,0.7484369919947319,0.013681955956417077
Stable-Tail-eta0.7,A,2.0,0.0,10,0.2734591317002183,0.03108170293801265,0.6629272786509582,0.017775471044420017,2.683037144287843,0.14148949484412315,0.05187087053140347,0.005746992027445756,0.8798341019122345,0.054076776263076415,0.7140176016022208,0.014421709930594667,0.7015412943401149,0.018594032245464315
Stable-Tail-eta0.7,B,0.0,0.0,10,0.0,0.0,0.0,0.0,8.39809784146732,0.0,0.25918567434636797,0.0,2.7736311395548943,0.0,0.8477540592052198,0.0,0.8813086851131514,0.0
Stable-Tail-eta0.7,B,1.0,0.0,10,0.20374236101598237,0.020010863179064826,0.5338987267277642,0.016076108192647,3.914364096972199,0.13500872951188,0.09049441361687,0.00314076604644338,1.3147671756144639,0.0842254553865595,0.7729941812049329,0.006411320027224486,0.7754003882284718,0.007255773531726115
Stable-Tail-eta0.7,B,2.0,0.0,10,0.3141901262787866,0.03870740953105888,0.598703614750909,0.024254818645151763,3.3701263067484306,0.20369434010905454,0.07694740713169534,0.005796872764311388,1.151433415820909,0.04095489600315983,0.7487104437761893,0.010882453764682954,0.7402225335118089,0.014823967885463954
