model,model_seed,customer_set,beta,lambda_concentration,cost_increase_pct,common_global_risk,common_global_cvar90,common_max_vehicle_risk,common_edge_burden_gini_used,common_top10_burden_share,common_risk_reduction_pct
Stable-Tail-eta0.3,0,A,0.0,0.0,0.0,7.959816901084075,0.23567049580945842,2.428080332212452,0.8524898232201188,0.8837653227641111,0.0
Stable-Tail-eta0.3,0,A,1.0,0.0,0.16565532939047367,3.0695769956921586,0.0782357072261249,0.9678665397279765,0.7446902977999651,0.7435719799399216,0.6143658787836292
Stable-Tail-eta0.3,0,A,2.0,0.0,0.24795387973656233,2.563520655248167,0.051036707700260996,0.8294440497334723,0.6997248302548323,0.6840354453077111,0.677942258332637
Stable-Tail-eta0.3,1,A,0.0,0.0,0.0,7.959816901084075,0.23567049580945842,2.428080332212452,0.8524898232201188,0.8837653227641111,0.0
Stable-Tail-eta0.3,1,A,1.0,0.0,0.1546610944234035,3.154443199034204,0.07915519812762264,1.0523805911726536,0.7501204112863146,0.7492702426658994,0.6037040502018088
Stable-Tail-eta0.3,1,A,2.0,0.0,0.2323110505793019,2.6893206908408827,0.05047107479755808,0.9144913038511945,0.7200995544522648,0.7089025090013099,0.6621378702222062
Stable-Tail-eta0.3,2,A,0.0,0.0,0.0,7.959816901084075,0.23567049580945842,2.428080332212452,0.8524898232201188,0.8837653227641111,0.0
Stable-Tail-eta0.3,2,A,1.0,0.0,0.17650553181962342,3.278247432929472,0.0861552709840264,1.0689902154327593,0.754965206175458,0.756915310253045,0.5881503967153334
Stable-Tail-eta0.3,2,A,2.0,0.0,0.282597809660628,2.7763016145043675,0.05909615950359739,0.8970038846588528,0.7201602588741929,0.7108634281108231,0.6512103671471507
Stable-Tail-eta0.3,3,A,0.0,0.0,0.0,7.959816901084075,0.23567049580945842,2.428080332212452,0.8524898232201188,0.8837653227641111,0.0
Stable-Tail-eta0.3,3,A,1.0,0.0,0.1475490214369672,3.3194551687198888,0.08551644257038302,1.1089437424967739,0.7571241978801843,0.761216611269674,0.5829734264027626
Stable-Tail-eta0.3,3,A,2.0,0.0,0.2329118080561205,3.139787525414815,0.07006682878202578,0.9392576211943456,0.7469115831783271,0.7456679545661833,0.6055452575815152
Stable-Tail-eta0.3,4,A,0.0,0.0,0.0,7.959816901084075,0.23567049580945842,2.428080332212452,0.8524898232201188,0.8837653227641111,0.0
Stable-Tail-eta0.3,4,A,1.0,0.0,0.19762831396108144,3.1623606978344467,0.08319539761074861,1.1702813838109818,0.7527289336978138,0.7514454105662687,0.6027093666684272
Stable-Tail-eta0.3,4,A,2.0,0.0,0.3075691710666244,2.5710676893185296,0.045880237550858814,0.8405366651701692,0.7053039168206716,0.6913347461429119,0.6769941166650398
Stable-Tail-eta0.3,5,A,0.0,0.0,0.0,7.959816901084075,0.23567049580945842,2.428080332212452,0.8524898232201188,0.8837653227641111,0.0
Stable-Tail-eta0.3,5,A,1.0,0.0,0.15099759323867973,3.4428774685403147,0.09357370474915455,1.1665236522301752,0.7627827947411536,0.7673844285739962,0.5674677556876986
Stable-Tail-eta0.3,5,A,2.0,0.0,0.22947368421052627,2.84993535996887,0.06023662130963865,0.9371515921564966,0.7294254480676938,0.7223810203408999,0.6419596838237108
Stable-Tail-eta0.3,6,A,0.0,0.0,0.0,7.959816901084075,0.23567049580945842,2.428080332212452,0.8524898232201188,0.8837653227641111,0.0
Stable-Tail-eta0.3,6,A,1.0,0.0,0.1840982107875148,3.229711836657441,0.08047791730161921,1.0689909415908185,0.7561310489687424,0.7569904767916495,0.594247973691685
Stable-Tail-eta0.3,6,A,2.0,0.0,0.28548069926677744,2.782918728013302,0.05252086755757211,0.9201366690446962,0.7267167711850476,0.7158183030815105,0.6503790523579837
Stable-Tail-eta0.3,7,A,0.0,0.0,0.0,7.959816901084075,0.23567049580945842,2.428080332212452,0.8524898232201188,0.8837653227641111,0.0
Stable-Tail-eta0.3,7,A,1.0,0.0,0.1806474001380622,3.1102970280418334,0.07800323168017287,1.1273938239982466,0.7476128378353242,0.746695923420474,0.6092501791569049
Stable-Tail-eta0.3,7,A,2.0,0.0,0.27517304427321404,2.8055453970220112,0.054169051070367256,0.9319004382769813,0.7271799332732728,0.7161666660760382,0.6475364406132808
Stable-Tail-eta0.3,8,A,0.0,0.0,0.0,7.959816901084075,0.23567049580945842,2.428080332212452,0.8524898232201188,0.8837653227641111,0.0
Stable-Tail-eta0.3,8,A,1.0,0.0,0.17982350416985388,3.305795571694561,0.07313311620519966,0.9448027531335563,0.757172352421657,0.7602005535473016,0.5846894956534845
Stable-Tail-eta0.3,8,A,2.0,0.0,0.28498218250340485,2.696630729461396,0.052374660117155025,0.8904964968234033,0.7177211363580482,0.7073435253714246,0.6612195025372011
Stable-Tail-eta0.3,9,A,0.0,0.0,0.0,7.959816901084075,0.23567049580945842,2.428080332212452,0.8524898232201188,0.8837653227641111,0.0
