risk_source,customer_set,beta,lambda_concentration,seed,common_global_risk,common_global_cvar90,common_max_vehicle_risk,common_max_vehicle_cvar90,common_vehicle_risk_gini,common_edge_burden_gini_used,common_top10_burden_share,common_max_edge_burden
A_Stable-Tail-eta0.3_seed0,A,0.0,0.0,0,7.13720918898623,0.1863884401265154,2.0334811143934313,0.3095878763305101,0.10827388002705596,0.8420770203615147,0.8784088853510879,0.8497501577930704
A_Stable-Tail-eta0.3_seed0,A,0.0,0.0,1,7.137209188986231,0.1863884401265154,2.0334811143934313,0.3095878763305101,0.10827388002705596,0.8420770203615151,0.8784088853510881,0.8497501577930704
A_Stable-Tail-eta0.3_seed0,A,0.0,0.0,2,8.83648777013067,0.30522414801746944,2.5909077653987485,0.4339526116418485,0.1916447544768558,0.849268838683997,0.8751957619120093,0.8497501577930704
A_Stable-Tail-eta0.3_seed0,A,0.0,0.0,3,8.310568507821358,0.28616420567480394,3.3714660155862215,0.6131129675253885,0.2571988659378228,0.8614854580100053,0.895892988019183,1.6845056360248567
A_Stable-Tail-eta0.3_seed0,A,0.0,0.0,4,7.924019258123454,0.19841764026847944,3.057328046710605,0.5672764172526119,0.24534108029514945,0.8616187434723579,0.8928822385590962,1.6845056360248567
A_Stable-Tail-eta0.3_seed0,A,0.0,0.0,5,9.180870562216922,0.3074280402036809,2.0334811143934313,0.41850979198350086,0.06555734773852495,0.848503127540738,0.8683742803110893,0.8497501577930704
A_Stable-Tail-eta0.3_seed0,A,0.0,0.0,6,8.219127985273325,0.21855312061649157,2.056754136163555,0.3797267637563713,0.12556801961260766,0.8687935644436489,0.9020030108350661,1.6845056360248567
A_Stable-Tail-eta0.3_seed0,A,0.0,0.0,7,8.114584076151095,0.20892630168254672,2.4159583608797264,0.3100989629395949,0.18272122146823255,0.8471789960972063,0.8799149851724171,0.8497501577930704
A_Stable-Tail-eta0.3_seed0,A,0.0,0.0,8,7.982635535246252,0.273208748305199,2.630982811697667,0.4716093798180391,0.1718519348598646,0.8611399080026798,0.8905001524388388,1.6845056360248567
A_Stable-Tail-eta0.3_seed0,A,0.0,0.0,9,6.75545693790522,0.18600587307288263,2.056962842507706,0.3095878763305101,0.16156778570710184,0.8427555552275261,0.8760720396912355,0.8497501577930704
A_Stable-Tail-eta0.3_seed0,A,1.0,0.0,0,2.8568507347760876,0.07366431794297466,0.7861207054122472,0.06691532743471015,0.21936494951442254,0.7304115692597326,0.7244865123197742,0.5313090438090153
A_Stable-Tail-eta0.3_seed0,A,1.0,0.0,1,3.138036376267323,0.08119233244252404,1.3185122059527317,0.1598533653364464,0.347068887379705,0.7524983026558023,0.7526715201063905,0.5313090438090153
A_Stable-Tail-eta0.3_seed0,A,1.0,0.0,2,3.0914104340292257,0.08344798220246569,1.0521322214567852,0.11911375187223275,0.23008811109323646,0.7502685094359312,0.7490523345484725,0.5313090438090153
A_Stable-Tail-eta0.3_seed0,A,1.0,0.0,3,3.1380363762673236,0.08119233244252404,1.3185122059527317,0.1598533653364464,0.3410546848305305,0.7524983026558025,0.7526715201063906,0.5313090438090153
A_Stable-Tail-eta0.3_seed0,A,1.0,0.0,4,3.1827075545999586,0.07063279823443122,0.8950562529485953,0.11821519561844178,0.18142938280085552,0.7506534578249651,0.7508697424888504,0.5313090438090153
A_Stable-Tail-eta0.3_seed0,A,1.0,0.0,5,3.1827075545999586,0.07063279823443122,0.8950562529485953,0.11821519561844178,0.18142938280085574,0.7506534578249651,0.7508697424888504,0.5313090438090153
A_Stable-Tail-eta0.3_seed0,A,1.0,0.0,6,3.313458282140857,0.09155187877844441,0.9528893114419796,0.09713497855578082,0.16521641635940898,0.7568393844917567,0.7616720220102507,0.5313090438090153
A_Stable-Tail-eta0.3_seed0,A,1.0,0.0,7,2.8476379579456825,0.07366431794297465,0.7863767516207743,0.07356644634441162,0.2201604323891082,0.7308232449098275,0.7263262943491551,0.5313090438090153
A_Stable-Tail-eta0.3_seed0,A,1.0,0.0,8,2.8476379579456825,0.07366431794297464,0.7863767516207743,0.07356644634441162,0.21363137770696916,0.7308232449098275,0.7263262943491552,0.5313090438090153
A_Stable-Tail-eta0.3_seed0,A,1.0,0.0,9,3.097286728349485,0.08271399609750439,0.8876327379245517,0.12095688976390535,0.24172696679978078,0.7414335040310409,0.7407738166319268,0.5313090438090153
A_Stable-Tail-eta0.3_seed0,A,2.0,0.0,0,2.5286440228162808,0.05254053338092897,0.7552062320894148,0.07274351974853643,0.17085070767948274,0.7021725033835797,0.6906218324549258,0.5313090438090153
A_Stable-Tail-eta0.3_seed0,A,2.0,0.0,1,2.285065504573371,0.03746287306184316,0.8810464578169189,0.11821519561844178,0.32020896066043125,0.6661889229425499,0.6418611319070238,0.5313090438090153
A_Stable-Tail-eta0.3_seed0,A,2.0,0.0,2,2.552203501750257,0.05159198207337517,0.7963514773723692,0.0942011733667149,0.2529035814715803,0.6988706527089223,0.6822759232576429,0.5313090438090153
A_Stable-Tail-eta0.3_seed0,A,2.0,0.0,3,2.467058084414454,0.0429850262042327,0.895056252948595,0.11821519561844178,0.26645667787980964,0.6907608345382503,0.6737149221903973,0.5313090438090153
