rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,2795,0,7,7.106542110443115,0.8723631501197815,0.9335580468177795
2,3367,0,7,7.0409135818481445,0.8629876375198364,0.9908190369606018
3,3300,7,7,7.011282444000244,0.8587546348571777,0.9891600012779236
4,3335,7,7,6.996528148651123,0.8566468954086304,0.964164674282074
5,3208,7,7,6.818685054779053,0.831240713596344,0.9371622204780579
6,3448,7,7,6.813483238220215,0.8304976224899292,0.9039404392242432
7,3100,0,7,6.711684226989746,0.815954864025116,0.899080753326416
8,3410,7,7,6.671802520751953,0.8102574944496155,0.8815891146659851
9,3439,0,7,6.63189697265625,0.8045567274093628,0.8367620706558228
10,3198,7,7,6.572840690612793,0.7961201071739197,0.8461635112762451
11,2149,0,7,6.545541763305664,0.7922202348709106,0.8299428820610046
12,4091,7,7,6.54200553894043,0.7917150855064392,0.8395998477935791
13,3721,8,8,6.534717559814453,0.7906739115715027,0.8071706295013428
14,1317,0,7,6.520291805267334,0.7886131405830383,0.832875669002533
15,3901,7,7,6.414827346801758,0.7735467553138733,0.7992978692054749
16,3250,0,7,6.341517448425293,0.7630739212036133,0.8105907440185547
17,3475,8,7,6.291384696960449,0.7559121251106262,0.768547773361206
18,1099,0,7,6.254047870635986,0.7505782842636108,0.7814013361930847
19,3299,1,7,6.235538005828857,0.7479339838027954,0.7686144113540649
20,3138,7,7,6.221419811248779,0.7459171414375305,0.7704719305038452
