P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,508,466,156,88,13,78,12
2,0,520,369,151,89,30,97,65
3,0,426,432,190,134,44,65,29
4,0,424,412,210,86,63,97,29
5,0,379,492,183,89,46,109,22
