P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,152,629,376,79,10,63,12
2,0,216,560,284,79,51,123,8
3,0,175,561,346,98,60,77,3
4,0,188,551,326,99,45,84,28
5,0,192,550,345,86,32,108,7
