P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,954,552,21,1,2,0,0
2,0,916,528,75,7,0,3,0
3,0,784,617,116,5,0,8,0
4,0,751,600,141,14,10,13,0
5,0,803,601,110,13,0,2,0
