P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,858,416,46,1,0,0,0
2,0,795,485,39,2,0,0,0
3,0,703,508,89,7,13,0,0
4,0,687,527,79,20,8,0,0
5,0,751,476,64,22,7,0,0
