P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,417,645,336,62,11,49,10
2,0,512,497,257,69,76,67,51
3,0,419,534,314,93,57,82,31
4,0,411,505,298,95,72,81,67
5,0,379,583,286,75,73,97,36
