P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,644,429,95,63,33,57,0
2,0,583,351,149,67,49,122,0
3,0,538,392,203,70,50,67,0
4,0,517,422,185,57,61,79,0
5,0,581,402,157,40,48,92,0
