P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,440,510,184,87,18,69,13
2,0,471,421,150,102,22,147,8
3,0,386,435,230,153,37,77,2
4,0,393,452,204,99,43,102,28
5,0,327,526,224,86,30,119,8
