P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,529,626,242,56,23,52,2
2,0,571,437,212,121,43,145,0
3,0,453,518,280,131,34,114,0
4,0,451,500,220,207,62,77,12
5,0,437,567,226,134,34,131,0
